Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0660,Diggersby,"['normal', 'ground']","['Pickup', 'Cheek Pouch', 'Huge Power']",85,56,77,50,77,78,"['poison', 'fire', 'electric']","['flying', 'bug', 'ghost', 'grass']","['poison', 'rock', 'ghost', 'electric']","['fighting', 'water', 'grass', 'ice']",423,70,"['Laser Focus', 'Leer', 'Mud-Slap', 'Tackle', 'Quick Attack', 'Mud Shot', 'Flail', 'Double Kick', 'Bulldoze', 'Dig', 'Bounce', 'Take Down', 'Swords Dance', 'Earthquake', 'Super Fang', 'Hammer Arm', 'Defense Curl', 'Rollout', 'Scorching Sands', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Rest', 'Rock Slide', 'Thief', 'Snore', 'Protect', 'Attract', 'Sandstorm', 'Facade', 'Brick Break', 'Rock Tomb', 'Sand Tomb', 'U-turn', 'Payback', 'Fling', 'Round', 'Brutal Swing', 'Stomping Tantrum', 'Body Slam', 'Surf', 'Low Kick', 'Agility', 'Substitute', 'Sludge Bomb', 'Spikes', 'Endure', 'Sleep Talk', 'Iron Tail', 'Uproar', 'Superpower', 'Bulk Up', 'Earth Power', 'Gunk Shot', 'Iron Head', 'Stone Edge', 'Grass Knot', 'Foul Play', 'Work Up', 'Wild Charge', 'High Horsepower', 'Rototiller', 'Double Slap', 'Odor Sleuth', 'Endeavor', 'Focus Punch', 'Gastro Acid', 'Knock Off', 'Last Resort', 'Recycle', 'Snatch', 'Toxic', 'Hidden Power', 'Frustration', 'Smack Down', 'Return', 'Double Team', 'Torment', 'Swagger', 'Nature Power', 'Confide', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut', 'Strength']"
#0661,Fletchling,"['normal', 'flying']","['Big Pecks', 'Gale Wings']",45,50,43,40,38,62,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",278,46,"['Growl', 'Peck', 'Quick Attack', 'Ember', 'Flail', 'Acrobatics', 'Agility', 'Aerial Ace', 'Tailwind', 'Steel Wing', 'Roost', 'Fly', 'Defog', 'Flame Charge', 'Quick Guard', 'Take Down', 'Protect', 'Thief', 'Facade', 'Swift', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'U-turn', 'Air Slash', 'Sleep Talk', 'Rest', 'Taunt', 'Swords Dance', 'Substitute', 'Heat Wave', 'Overheat', 'Hurricane', 'Brave Bird', 'Flare Blitz', 'Tera Blast', 'Dual Wingbeat', 'Double-Edge', 'Feather Dance', 'Snore', 'Attract', 'Will-O-Wisp', 'Round', 'Work Up']"
#0662,Fletchinder,"['fire', 'flying']","['Flame Body', 'Gale Wings']",62,73,55,56,52,84,"['fighting', 'bug', 'grass', 'ice']","['rock', 'fire', 'water', 'electric', 'dragon']","['fighting', 'ground', 'bug', 'steel', 'fire', 'grass', 'fairy']","['rock', 'water', 'electric']",382,63,"['Ember', 'Feint', 'Growl', 'Peck', 'Quick Attack', 'Flail', 'Acrobatics', 'Agility', 'Aerial Ace', 'Tailwind', 'Steel Wing', 'Roost', 'Fly', 'Flame Charge', 'Defog', 'Quick Guard', 'Take Down', 'Protect', 'Thief', 'Fire Spin', 'Facade', 'Swift', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'U-turn', 'Air Slash', 'Sleep Talk', 'Rest', 'Taunt', 'Swords Dance', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Flamethrower', 'Fire Blast', 'Overheat', 'Hurricane', 'Brave Bird', 'Flare Blitz', 'Tera Blast', 'Dual Wingbeat', 'Double-Edge', 'Temper Flare', 'Feather Dance', 'Snore', 'Attract', 'Round', 'Work Up']"
#0663,Talonflame,"['fire', 'flying']","['Flame Body', 'Gale Wings']",78,81,71,74,69,126,"['fighting', 'bug', 'grass', 'ice']","['rock', 'fire', 'water', 'electric', 'dragon']","['fighting', 'ground', 'bug', 'steel', 'fire', 'grass', 'fairy']","['rock', 'water', 'electric']",499,83,"['Ember', 'Feint', 'Flame Charge', 'Flare Blitz', 'Growl', 'Peck', 'Quick Attack', 'Flail', 'Acrobatics', 'Agility', 'Aerial Ace', 'Tailwind', 'Steel Wing', 'Roost', 'Fly', 'Brave Bird', 'Defog', 'Quick Guard', 'Take Down', 'Protect', 'Thief', 'Fire Spin', 'Facade', 'Swift', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'U-turn', 'Bulk Up', 'Air Slash', 'Sleep Talk', 'Rest', 'Taunt', 'Swords Dance', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Flamethrower', 'Fire Blast', 'Giga Impact', 'Overheat', 'Hurricane', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Dual Wingbeat', 'Double-Edge', 'Temper Flare', 'Feather Dance', 'Upper Hand', 'Snore', 'Attract', 'Round', 'Work Up']"
#0664,Scatterbug,['bug'],"['Shield Dust', 'Compoundeyes', 'Friend Guard']",38,35,40,27,25,35,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",200,33,"['String Shot', 'Tackle', 'Stun Spore', 'Bug Bite', 'Poison Powder', 'Rage Powder', 'Struggle Bug', 'Pounce', 'Tera Blast']"
#0665,Spewpa,['bug'],"['Shed Skin', 'Friend Guard']",45,22,60,27,30,29,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",213,35,"['Harden', 'Protect', 'Poison Powder', 'Rage Powder', 'Struggle Bug', 'Pounce', 'Iron Defense', 'Tera Blast', 'Bug Bite', 'Stun Spore', 'Electroweb', 'String Shot', 'Tackle']"
#0666,Vivillon,"['bug', 'flying']","['Shield Dust', 'Compoundeyes', 'Friend Guard']",80,52,50,90,50,89,"['bug', 'grass', 'psychic', 'dark']","['flying', 'poison', 'rock', 'ghost', 'steel', 'fire', 'electric', 'fairy']","['fighting', 'ground', 'bug', 'grass']","['flying', 'rock', 'fire', 'electric', 'ice']",411,68,"['Poison Powder', 'Sleep Powder', 'Struggle Bug', 'Stun Spore', 'Light Screen', 'Psybeam', 'Supersonic', 'Draining Kiss', 'Safeguard', 'Bug Buzz', 'Quiver Dance', 'Hurricane', 'Gust', 'Rage Powder', 'Protect', 'Acrobatics', 'Confuse Ray', 'Thief', 'Pounce', 'Facade', 'Swift', 'Air Cutter', 'Endure', 'Sunny Day', 'Rain Dance', 'U-turn', 'Air Slash', 'Sleep Talk', 'Rest', 'Substitute', 'Iron Defense', 'Giga Drain', 'Tailwind', 'Energy Ball', 'Psychic', 'Pollen Puff', 'Giga Impact', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Bug Bite', 'Weather Ball', 'Skitter Smack', 'Powder', 'Aromatherapy', 'Defog', 'Electroweb', 'Endeavor', 'Laser Focus', 'Signal Beam', 'Snore', 'Harden', 'String Shot', 'Tackle', 'Calm Mind', 'Toxic', 'Hidden Power', 'Roost', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Attract', 'Round', 'Psych Up', 'Infestation', 'Dream Eater', 'Swagger', 'Confide', 'Flash', 'Secret Power', 'Hold Hands']"
#0667,Litleo,"['fire', 'normal']","['Rivalry', 'Unnerve', 'Moxie']",62,50,58,73,54,72,"['bug', 'grass', 'ice']","['rock', 'ghost', 'fire', 'water', 'dragon']","['bug', 'ghost', 'steel', 'fire', 'grass', 'ice', 'fairy']","['fighting', 'ground', 'rock', 'water']",369,61,"['Leer', 'Tackle', 'Ember', 'Work Up', 'Headbutt', 'Noble Roar', 'Take Down', 'Fire Fang', 'Endeavor', 'Echoed Voice', 'Flamethrower', 'Crunch', 'Hyper Voice', 'Incinerate', 'Overheat', 'Entrainment', 'Fire Spin', 'Flare Blitz', 'Yawn', 'Mud-Slap', 'Protect', 'Thunder Fang', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Snarl', 'Swift', 'Flame Charge', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Rest', 'Taunt', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Helping Hand', 'Fire Blast', 'Wild Charge', 'Solar Beam', 'Tera Blast', 'Roar', 'Double-Edge', 'Snatch', 'Iron Tail', 'Snore', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Swagger', 'Dark Pulse', 'Confide', 'Retaliate', 'Rock Smash', 'Secret Power', 'Strength']"
#0668,Pyroar,"['fire', 'normal']","['Rivalry', 'Unnerve', 'Moxie']",86,68,72,109,66,106,"['bug', 'grass', 'ice']","['rock', 'ghost', 'fire', 'water', 'dragon']","['bug', 'ghost', 'steel', 'fire', 'grass', 'ice', 'fairy']","['fighting', 'ground', 'rock', 'water']",507,84,"['Ember', 'Hyper Beam', 'Leer', 'Tackle', 'Work Up', 'Headbutt', 'Noble Roar', 'Take Down', 'Fire Fang', 'Endeavor', 'Echoed Voice', 'Flamethrower', 'Crunch', 'Hyper Voice', 'Incinerate', 'Overheat', 'Entrainment', 'Fire Spin', 'Flare Blitz', 'Yawn', 'Mud-Slap', 'Protect', 'Thunder Fang', 'Acrobatics', 'Thief', 'Trailblaze', 'Facade', 'Bulldoze', 'Snarl', 'Swift', 'Flame Charge', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Rest', 'Taunt', 'Dark Pulse', 'Substitute', 'Will-O-Wisp', 'Heat Wave', 'Helping Hand', 'Fire Blast', 'Wild Charge', 'Giga Impact', 'Solar Beam', 'Tera Blast', 'Roar', 'Burning Jealousy', 'Double-Edge', 'Temper Flare', 'Snatch', 'Bounce', 'Iron Tail', 'Snore', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Swagger', 'Confide', 'Retaliate', 'Rock Smash', 'Secret Power', 'Strength']"
#0669,Flabebe,['fairy'],"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",303,50,"['Tackle', 'Vine Whip', 'Fairy Wind', 'Safeguard', 'Razor Leaf', 'Wish', 'Magical Leaf', 'Grassy Terrain', 'Petal Blizzard', 'Synthesis', 'Misty Terrain', 'Moonblast', 'Petal Dance', 'Solar Beam', 'Copycat', 'Endeavor', 'Tearful Look', 'Charm', 'Protect', 'Disarming Voice', 'Trailblaze', 'Chilling Water', 'Facade', 'Swift', 'Draining Kiss', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Seed Bomb', 'Light Screen', 'Dazzling Gleam', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Energy Ball', 'Psychic', 'Calm Mind', 'Helping Hand', 'Pollen Puff', 'Baton Pass', 'Tera Blast', 'Alluring Voice', 'Lucky Chant', 'Aromatherapy', 'Camouflage', 'Captivate', 'After You', 'Ally Switch', 'Covet', 'Heal Bell', 'Magic Coat', 'Snore', 'Worry Seed', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Echoed Voice', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Secret Power']"
#0670,Floette,['fairy'],"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",371,61,"['Fairy Wind', 'Tackle', 'Vine Whip', 'Safeguard', 'Razor Leaf', 'Wish', 'Magical Leaf', 'Grassy Terrain', 'Petal Blizzard', 'Synthesis', 'Misty Terrain', 'Moonblast', 'Petal Dance', 'Solar Beam', 'Copycat', 'Endeavor', 'Tearful Look', 'Charm', 'Protect', 'Disarming Voice', 'Trailblaze', 'Chilling Water', 'Facade', 'Swift', 'Draining Kiss', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Seed Bomb', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Rest', 'Skill Swap', 'Substitute', 'Trick', 'Giga Drain', 'Energy Ball', 'Psychic', 'Calm Mind', 'Helping Hand', 'Pollen Puff', 'Baton Pass', 'Tera Blast', 'Alluring Voice', 'Lucky Chant', 'Aromatherapy', 'Camouflage', 'Captivate', 'After You', 'Ally Switch', 'Covet', 'Heal Bell', 'Magic Coat', 'Snore', 'Worry Seed', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Echoed Voice', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Secret Power']"
#0671,Florges,['fairy'],"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",552,92,"['Disarming Voice', 'Grass Knot', 'Grassy Terrain', 'Magical Leaf', 'Misty Terrain', 'Petal Blizzard', 'Petal Dance', 'Safeguard', 'Solar Beam', 'Synthesis', 'Wish', 'Moonblast', 'Copycat', 'Endeavor', 'Tearful Look', 'Charm', 'Protect', 'Trailblaze', 'Chilling Water', 'Facade', 'Swift', 'Draining Kiss', 'Stored Power', 'Endure', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Seed Bomb', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Rest', 'Skill Swap', 'Substitute', 'Trick', 'Giga Drain', 'Energy Ball', 'Psychic', 'Calm Mind', 'Helping Hand', 'Pollen Puff', 'Baton Pass', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Misty Explosion', 'Alluring Voice', 'Psychic Noise', 'Aromatherapy', 'Flower Shield', 'Lucky Chant', 'Camouflage', 'Captivate', 'After You', 'Ally Switch', 'Covet', 'Defog', 'Heal Bell', 'Magic Coat', 'Snore', 'Worry Seed', 'Fairy Wind', 'Razor Leaf', 'Tackle', 'Vine Whip', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Echoed Voice', 'Swagger', 'Nature Power', 'Confide', 'Flash', 'Secret Power']"
#0672,Skiddo,['grass'],"['Sap Sipper', 'Grass Pelt']",66,65,48,62,57,52,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",350,58,"['Growth', 'Tackle', 'Vine Whip', 'Tail Whip', 'Leech Seed', 'Razor Leaf', 'Worry Seed', 'Synthesis', 'Take Down', 'Bulldoze', 'Seed Bomb', 'Bulk Up', 'Double-Edge', 'Horn Leech', 'Leaf Blade', 'Defense Curl', 'Grassy Terrain', 'Milk Drink', 'Rollout', 'Mud-Slap', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Mud Shot', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Bullet Seed', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Substitute', 'Giga Drain', 'Energy Ball', 'Surf', 'Play Rough', 'Helping Hand', 'Wild Charge', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Roar', 'Grassy Glide', 'Endeavor', 'Iron Tail', 'Snore', 'Work Up', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Swagger', 'Nature Power', 'Confide', 'Retaliate', 'Rock Smash', 'Secret Power', 'Strength']"
#0673,Gogoat,['grass'],"['Sap Sipper', 'Grass Pelt']",123,100,62,97,81,68,"['ground', 'rock', 'water']","['flying', 'poison', 'bug', 'steel', 'fire', 'grass', 'dragon']","['ground', 'water', 'grass', 'electric']","['flying', 'poison', 'bug', 'fire', 'ice']",531,88,"['Earthquake', 'Growth', 'Tackle', 'Tail Whip', 'Vine Whip', 'Leech Seed', 'Razor Leaf', 'Worry Seed', 'Synthesis', 'Take Down', 'Bulldoze', 'Seed Bomb', 'Bulk Up', 'Double-Edge', 'Horn Leech', 'Leaf Blade', 'Milk Drink', 'Aerial Ace', 'Defense Curl', 'Grassy Terrain', 'Rollout', 'Mud-Slap', 'Protect', 'Trailblaze', 'Facade', 'Magical Leaf', 'Mud Shot', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Bullet Seed', 'Brick Break', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Grass Knot', 'Stomping Tantrum', 'Rest', 'Rock Slide', 'Substitute', 'Giga Drain', 'Energy Ball', 'Surf', 'Play Rough', 'Helping Hand', 'Wild Charge', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Tera Blast', 'Roar', 'High Horsepower', 'Grassy Glide', 'Endeavor', 'Throat Chop', 'Bounce', 'Iron Tail', 'Snore', 'Superpower', 'Work Up', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Attract', 'Round', 'Payback', 'Swagger', 'Nature Power', 'Confide', 'Retaliate', 'Rock Smash', 'Secret Power', 'Strength']"
#0674,Pancham,['fighting'],"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",348,58,"['Leer', 'Tackle', 'Arm Thrust', 'Taunt', 'Circle Throw', 'Low Sweep', 'Work Up', 'Slash', 'Vital Throw', 'Crunch', 'Body Slam', 'Parting Shot', 'Entrainment', 'Power Trip', 'Quash', 'Quick Guard', 'Seismic Toss', 'Storm Throw', 'Coaching', 'Lash Out', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Dig', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Sunny Day', 'Facade', 'Helping Hand', 'Brick Break', 'Rock Tomb', 'Payback', 'Fling', 'Drain Punch', 'Shadow Claw', 'Round', 'Retaliate', 'Bulldoze', 'False Swipe', 'Swords Dance', 'Surf', 'Low Kick', 'Substitute', 'Sludge Bomb', 'Endure', 'Sleep Talk', 'Uproar', 'Superpower', 'Hyper Voice', 'Bulk Up', 'Dark Pulse', 'Zen Headbutt', 'Gunk Shot', 'Iron Head', 'Stone Edge', 'Grass Knot', 'Foul Play', 'Karate Chop', 'Comet Punch', 'Sky Uppercut', 'Me First', 'Block', 'Covet', 'Dual Chop', 'Endeavor', 'Focus Punch', 'Knock Off', 'Snatch', 'Spite', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Torment', 'Echoed Voice', 'Swagger', 'Confide', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut', 'Strength']"
#0675,Pangoro,"['fighting', 'dark']","['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,"['normal', 'rock', 'steel', 'ice']","['fighting', 'flying', 'poison', 'bug', 'ghost', 'fairy']","['rock', 'ghost', 'psychic', 'dark']","['fighting', 'flying', 'fairy']",495,82,"['Arm Thrust', 'Bullet Punch', 'Leer', 'Night Slash', 'Tackle', 'Taunt', 'Circle Throw', 'Low Sweep', 'Work Up', 'Slash', 'Vital Throw', 'Crunch', 'Body Slam', 'Parting Shot', 'Entrainment', 'Hammer Arm', 'Power Trip', 'Quash', 'Quick Guard', 'Seismic Toss', 'Storm Throw', 'Coaching', 'Lash Out', 'Mega Punch', 'Mega Kick', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Hyper Beam', 'Giga Impact', 'Dig', 'Rest', 'Rock Slide', 'Thief', 'Snore', 'Protect', 'Scary Face', 'Attract', 'Rain Dance', 'Sunny Day', 'Beat Up', 'Facade', 'Helping Hand', 'Revenge', 'Brick Break', 'Rock Tomb', 'Payback', 'Fling', 'Drain Punch', 'Shadow Claw', 'Round', 'Retaliate', 'Bulldoze', 'Snarl', 'False Swipe', 'Stomping Tantrum', 'Swords Dance', 'Surf', 'Low Kick', 'Earthquake', 'Focus Energy', 'Substitute', 'Reversal', 'Sludge Bomb', 'Outrage', 'Endure', 'Sleep Talk', 'Uproar', 'Superpower', 'Hyper Voice', 'Dragon Claw', 'Bulk Up', 'Close Combat', 'Poison Jab', 'Dark Pulse', 'X-Scissor', 'Focus Blast', 'Zen Headbutt', 'Gunk Shot', 'Iron Head', 'Stone Edge', 'Grass Knot', 'Foul Play', 'Darkest Lariat', 'Throat Chop', 'Karate Chop', 'Comet Punch', 'Sky Uppercut', 'Me First', 'Block', 'Covet', 'Dual Chop', 'Endeavor', 'Focus Punch', 'Knock Off', 'Laser Focus', 'Snatch', 'Spite', 'Roar', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Aerial Ace', 'Torment', 'Echoed Voice', 'Embargo', 'Infestation', 'Swagger', 'Confide', 'Hone Claws', 'Power-Up Punch', 'Rock Smash', 'Secret Power', 'Cut', 'Strength']"
#0676,Furfrou,['normal'],['Fur Coat'],75,80,60,65,90,102,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],472,78,"['Growl', 'Tackle', 'Sand Attack', 'Baby-Doll Eyes', 'Headbutt', 'Tail Whip', 'Bite', 'Odor Sleuth', 'Retaliate', 'Take Down', 'Charm', 'Sucker Punch', 'Cotton Guard', 'Captivate', 'Mimic', 'Refresh', 'Role Play', 'Work Up', 'Endeavor', 'Helping Hand', 'Hyper Voice', 'Iron Tail', 'Last Resort', 'Snore', 'Uproar', 'Zen Headbutt', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Double Team', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Charge Beam', 'Giga Impact', 'Thunder Wave', 'Grass Knot', 'Swagger', 'Sleep Talk', 'U-turn', 'Substitute', 'Wild Charge', 'Surf', 'Snarl', 'Dark Pulse', 'Confide', 'Dig', 'Flash', 'Rock Smash', 'Secret Power']"
#0677,Espurr,['psychic'],"['Keen Eye', 'Infiltrator', 'Own Tempo']",62,48,54,63,60,68,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",355,59,"['Leer', 'Scratch', 'Fake Out', 'Disarming Voice', 'Confusion', 'Covet', 'Psybeam', 'Light Screen', 'Reflect', 'Psyshock', 'Tickle', 'Yawn', 'Charm', 'Fake Tears', 'Protect', 'Charge Beam', 'Facade', 'Swift', 'Endure', 'Sunny Day', 'Rain Dance', 'Zen Headbutt', 'Sleep Talk', 'Thunder Wave', 'Rest', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Trick', 'Shadow Ball', 'Energy Ball', 'Psychic', 'Thunderbolt', 'Play Rough', 'Calm Mind', 'Helping Hand', 'Nasty Plot', 'Trick Room', 'Tera Blast', 'Gravity', 'Psych Up', 'Expanding Force', 'Psychic Noise', 'Pay Day', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Wonder Room', 'Magic Room', 'Round', 'Iron Tail', 'Ally Switch', 'Work Up']"
#0678,Meowstic,['psychic'],"['Keen Eye', 'Infiltrator', 'Prankster']",74,48,76,83,81,104,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",466,77,"['Disarming Voice', 'Fake Out', 'Leer', 'Mean Look', 'Scratch', 'Confusion', 'Helping Hand', 'Charm', 'Covet', 'Psybeam', 'Sucker Punch', 'Role Play', 'Light Screen', 'Reflect', 'Psyshock', 'Imprison', 'Quick Guard', 'Psychic', 'Misty Terrain', 'Magical Leaf', 'Stored Power', 'Charge Beam', 'Extrasensory', 'Shadow Ball', 'Future Sight', 'Fake Tears', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Zen Headbutt', 'Sleep Talk', 'Thunder Wave', 'Rest', 'Dark Pulse', 'Skill Swap', 'Substitute', 'Trick', 'Energy Ball', 'Thunderbolt', 'Play Rough', 'Calm Mind', 'Baton Pass', 'Psychic Terrain', 'Nasty Plot', 'Giga Impact', 'Trick Room', 'Hyper Beam', 'Tera Blast', 'Gravity', 'Psych Up', 'Expanding Force', 'Alluring Voice', 'Psychic Noise', 'Tickle', 'Yawn', 'Pay Day', 'Safeguard', 'Snore', 'Attract', 'Payback', 'Wonder Room', 'Magic Room', 'Round', 'Tail Slap', 'Iron Tail', 'Ally Switch', 'Work Up']"
#0679,Honedge,"['steel', 'ghost']",['No Guard'],45,80,100,35,37,28,"['rock', 'ghost', 'psychic', 'ice', 'fairy']","['normal', 'steel', 'fire', 'water', 'electric', 'dark']","['normal', 'fighting', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",325,54,"['Fury Cutter', 'Tackle', 'Shadow Sneak', 'Autotomize', 'Aerial Ace', 'Metal Sound', 'Slash', 'Night Slash', 'Retaliate', 'Iron Defense', 'Iron Head', 'Power Trick', 'Swords Dance', 'Sacred Sword', 'Block', 'Destiny Bond', 'Wide Guard', 'Solar Blade', 'Screech', 'Reflect', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Facade', 'Brick Break', 'Shadow Claw', 'Psycho Cut', 'Round', 'False Swipe', 'Brutal Swing', 'Substitute', 'Reversal', 'Endure', 'Sleep Talk', 'Gyro Ball', 'Close Combat', 'Flash Cannon', 'Pursuit', 'After You', 'Laser Focus', 'Magnet Rise', 'Shock Wave', 'Spite', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Cut']"
#0680,Doublade,"['steel', 'ghost']",['No Guard'],59,110,150,45,49,35,"['rock', 'ghost', 'psychic', 'ice', 'fairy']","['normal', 'steel', 'fire', 'water', 'electric', 'dark']","['normal', 'fighting', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'psychic', 'ice', 'dragon', 'fairy']","['ground', 'ghost', 'fire', 'dark']",448,74,"['Autotomize', 'Fury Cutter', 'Shadow Sneak', 'Tackle', 'Aerial Ace', 'Metal Sound', 'Slash', 'Night Slash', 'Retaliate', 'Iron Defense', 'Iron Head', 'Power Trick', 'Swords Dance', 'Sacred Sword', 'Block', 'Destiny Bond', 'Wide Guard', 'Solar Blade', 'Screech', 'Reflect', 'Rest', 'Rock Slide', 'Snore', 'Protect', 'Attract', 'Rain Dance', 'Facade', 'Brick Break', 'Shadow Claw', 'Psycho Cut', 'Round', 'False Swipe', 'Brutal Swing', 'Substitute', 'Reversal', 'Endure', 'Sleep Talk', 'Gyro Ball', 'Close Combat', 'Flash Cannon', 'Pursuit', 'After You', 'Laser Focus', 'Magnet Rise', 'Shock Wave', 'Spite', 'Toxic', 'Hidden Power', 'Frustration', 'Return', 'Double Team', 'Swagger', 'Confide', 'Rock Smash', 'Secret Power', 'Cut']"
