Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg,moves
#0916,Oinkologne,['normal'],"['Lingering Aroma', 'Gluttony', 'Thick Fat']",110,100,75,59,80,65,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],489,81,"['Tackle', 'Tail Whip', 'Disarming Voice', 'Echoed Voice', 'Mud Shot', 'Covet', 'Dig', 'Headbutt', 'Take Down', 'Yawn', 'Work Up', 'Uproar', 'Double-Edge', 'Earth Power', 'Belch', 'Endeavor', 'Spit Up', 'Stockpile', 'Stuff Cheeks', 'Swallow', 'Mud-Slap', 'Protect', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Bulldoze', 'Endure', 'Sunny Day', 'Rain Dance', 'Bullet Seed', 'Zen Headbutt', 'Body Slam', 'Sleep Talk', 'Seed Bomb', 'Stomping Tantrum', 'Rest', 'Body Press', 'Iron Head', 'Substitute', 'Hyper Voice', 'Energy Ball', 'Play Rough', 'Helping Hand', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Super Fang', 'High Horsepower', 'Lash Out', 'Curse']"
#0917,Tarountula,['bug'],"['Insomnia', 'Stakeout']",35,41,45,29,40,20,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",210,35,"['String Shot', 'Tackle', 'Struggle Bug', 'Assurance', 'Feint', 'Bug Bite', 'Block', 'Counter', 'Headbutt', 'Sticky Web', 'Gastro Acid', 'Circle Throw', 'Throat Chop', 'Skitter Smack', 'First Impression', 'Lunge', 'Memento', 'Sucker Punch', 'Take Down', 'Protect', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Endure', 'Sunny Day', 'Rain Dance', 'Bullet Seed', 'False Swipe', 'Shadow Claw', 'Body Slam', 'Sleep Talk', 'Grass Knot', 'Poison Jab', 'Rest', 'Spikes', 'Toxic Spikes', 'Leech Life', 'Substitute', 'X-Scissor', 'Giga Drain', 'Bug Buzz', 'Tera Blast', 'Knock Off']"
#0918,Spidops,['bug'],"['Insomnia', 'Stakeout']",60,79,92,52,86,35,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",404,67,"['String Shot', 'Tackle', 'Struggle Bug', 'Assurance', 'Feint', 'Bug Bite', 'Block', 'Counter', 'Headbutt', 'Sticky Web', 'Gastro Acid', 'Circle Throw', 'Throat Chop', 'Skitter Smack', 'Silk Trap', 'First Impression', 'Lunge', 'Memento', 'Sucker Punch', 'Take Down', 'Scary Face', 'Protect', 'Low Kick', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Aerial Ace', 'Rock Tomb', 'Fling', 'Endure', 'Sunny Day', 'Rain Dance', 'Bullet Seed', 'False Swipe', 'Brick Break', 'U-turn', 'Shadow Claw', 'Body Slam', 'Sleep Talk', 'Grass Knot', 'Poison Jab', 'Rest', 'Taunt', 'Spikes', 'Toxic Spikes', 'Leech Life', 'Substitute', 'X-Scissor', 'Giga Drain', 'Reversal', 'Giga Impact', 'Bug Buzz', 'Tera Blast', 'Knock Off', 'Pain Split', 'Electroweb', 'Upper Hand']"
#0919,Nymble,['bug'],"['Swarm', 'Tinted Lens']",33,46,40,21,25,45,"['grass', 'psychic', 'dark']","['fighting', 'flying', 'poison', 'ghost', 'steel', 'fire', 'fairy']","['fighting', 'ground', 'grass']","['flying', 'rock', 'fire']",210,35,"['Leer', 'Tackle', 'Struggle Bug', 'Astonish', 'Assurance', 'Double Kick', 'Screech', 'Endure', 'Bug Bite', 'Feint', 'Agility', 'Sucker Punch', 'First Impression', 'Counter', 'Skitter Smack', 'Take Down', 'Protect', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Sunny Day', 'Rain Dance', 'U-turn', 'Sleep Talk', 'Rest', 'Leech Life', 'Substitute', 'X-Scissor', 'Bug Buzz', 'Tera Blast']"
#0920,Lokix,"['bug', 'dark']","['Swarm', 'Tinted Lens']",71,102,78,52,55,92,"['grass', 'psychic']","['fighting', 'flying', 'poison', 'steel', 'fire', 'fairy']","['ground', 'ghost', 'grass', 'psychic', 'dark']","['flying', 'rock', 'bug', 'fire', 'fairy']",450,75,"['Detect', 'Leer', 'Low Kick', 'Tackle', 'Struggle Bug', 'Astonish', 'Assurance', 'Double Kick', 'Screech', 'Endure', 'Bug Bite', 'Feint', 'Agility', 'Throat Chop', 'Sucker Punch', 'First Impression', 'Bounce', 'Axe Kick', 'Lunge', 'Counter', 'Skitter Smack', 'Take Down', 'Scary Face', 'Protect', 'Thief', 'Trailblaze', 'Pounce', 'Facade', 'Aerial Ace', 'Low Sweep', 'Fling', 'Sunny Day', 'Rain Dance', 'Brick Break', 'U-turn', 'Sleep Talk', 'Rest', 'Taunt', 'Swords Dance', 'Dark Pulse', 'Leech Life', 'Substitute', 'X-Scissor', 'Reversal', 'Giga Impact', 'Bug Buzz', 'Tera Blast']"
#0921,Pawmi,['electric'],"['Static', 'Natural Cure', 'Iron Fist']",45,50,20,40,25,60,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],240,40,"['Growl', 'Scratch', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Thunder Wave', 'Entrainment', 'Slam', 'Discharge', 'Agility', 'Wild Charge', 'Fake Out', 'Mach Punch', 'Sweet Kiss', 'Wish', 'Take Down', 'Charm', 'Protect', 'Thunder Fang', 'Thief', 'Charge Beam', 'Facade', 'Metal Claw', 'Swift', 'Fling', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Sleep Talk', 'Electro Ball', 'Rest', 'Eerie Impulse', 'Substitute', 'Crunch', 'Encore', 'Thunderbolt', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Electric Terrain', 'Thunder', 'Tera Blast']"
#0922,Pawmo,"['electric', 'fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']",60,75,40,50,40,85,"['normal', 'rock', 'steel', 'water', 'ice', 'dark']","['poison', 'ground', 'bug', 'ghost', 'grass', 'electric', 'psychic', 'dragon', 'fairy']","['rock', 'bug', 'steel', 'electric', 'dark']","['ground', 'psychic', 'fairy']",350,58,"['Growl', 'Scratch', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Thunder Wave', 'Slam', 'Entrainment', 'Discharge', 'Agility', 'Wild Charge', 'Arm Thrust', 'Fake Out', 'Mach Punch', 'Sweet Kiss', 'Wish', 'Take Down', 'Charm', 'Protect', 'Thunder Fang', 'Low Kick', 'Thief', 'Charge Beam', 'Facade', 'Metal Claw', 'Swift', 'Low Sweep', 'Fling', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Thunder Punch', 'Sleep Talk', 'Electro Ball', 'Rest', 'Eerie Impulse', 'Substitute', 'Crunch', 'Encore', 'Thunderbolt', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Electric Terrain', 'Thunder', 'Tera Blast', 'Knock Off', 'Super Fang', 'Focus Punch', 'Electroweb', 'Coaching', 'Upper Hand']"
#0923,Pawmot,"['electric', 'fighting']","['Volt Absorb', 'Natural Cure', 'Iron Fist']",70,115,70,70,60,105,"['normal', 'rock', 'steel', 'water', 'ice', 'dark']","['poison', 'ground', 'bug', 'ghost', 'grass', 'electric', 'psychic', 'dragon', 'fairy']","['rock', 'bug', 'steel', 'electric', 'dark']","['ground', 'psychic', 'fairy']",490,81,"['Growl', 'Scratch', 'Wild Charge', 'Thunder Shock', 'Quick Attack', 'Charge', 'Nuzzle', 'Dig', 'Bite', 'Spark', 'Arm Thrust', 'Thunder Wave', 'Slam', 'Entrainment', 'Close Combat', 'Discharge', 'Agility', 'Double Shock', 'Revival Blessing', 'Fake Out', 'Mach Punch', 'Sweet Kiss', 'Wish', 'Take Down', 'Charm', 'Protect', 'Thunder Fang', 'Low Kick', 'Thief', 'Charge Beam', 'Facade', 'Metal Claw', 'Swift', 'Rock Tomb', 'Low Sweep', 'Fling', 'Endure', 'Volt Switch', 'Sunny Day', 'Rain Dance', 'Brick Break', 'Bulk Up', 'Fire Punch', 'Thunder Punch', 'Ice Punch', 'Sleep Talk', 'Seed Bomb', 'Electro Ball', 'Metronome', 'Grass Knot', 'Rest', 'Body Press', 'Eerie Impulse', 'Substitute', 'Crunch', 'Encore', 'Thunderbolt', 'Play Rough', 'Helping Hand', 'Baton Pass', 'Electric Terrain', 'Giga Impact', 'Focus Blast', 'Hyper Beam', 'Thunder', 'Tera Blast', 'Knock Off', 'Super Fang', 'Focus Punch', 'Double-Edge', 'Supercell Slam', 'Electroweb', 'Coaching', 'Throat Chop', 'Upper Hand']"
#0924,Tandemaus,['normal'],"['Run Away', 'Pickup', 'Own Tempo']",50,50,45,40,45,75,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],305,50,"['Baby-Doll Eyes', 'Pound', 'Echoed Voice', 'Helping Hand', 'Super Fang', 'Double Hit', 'Bullet Seed', 'Encore', 'Play Rough', 'Hyper Voice', 'Charm', 'Beat Up', 'Copycat', 'Population Bomb', 'After You', 'Baton Pass', 'Bite', 'Feint', 'Switcheroo', 'Tickle', 'Take Down', 'Fake Tears', 'Agility', 'Mud-Slap', 'Protect', 'Water Pulse', 'Low Kick', 'Thief', 'Facade', 'Aerial Ace', 'Swift', 'Mud Shot', 'Low Sweep', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'U-turn', 'Shadow Claw', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Thunder Wave', 'Rest', 'Taunt', 'Substitute', 'Crunch', 'Tera Blast']"
#0925,Maushold,['normal'],"['Friend Guard', 'Cheek Pouch', 'Technician']",74,75,70,65,75,111,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],470,78,"['Baby-Doll Eyes', 'Follow Me', 'Pound', 'Tidy Up', 'Echoed Voice', 'Helping Hand', 'Super Fang', 'Double Hit', 'Bullet Seed', 'Encore', 'Play Rough', 'Hyper Voice', 'Charm', 'Beat Up', 'Copycat', 'Population Bomb', 'After You', 'Baton Pass', 'Bite', 'Feint', 'Switcheroo', 'Tickle', 'Take Down', 'Fake Tears', 'Agility', 'Mud-Slap', 'Protect', 'Water Pulse', 'Low Kick', 'Thief', 'Trailblaze', 'Chilling Water', 'Facade', 'Aerial Ace', 'Swift', 'Mud Shot', 'Low Sweep', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'U-turn', 'Shadow Claw', 'Sleep Talk', 'Seed Bomb', 'Grass Knot', 'Thunder Wave', 'Rest', 'Taunt', 'Substitute', 'Crunch', 'Giga Impact', 'Hyper Beam', 'Tera Blast']"
#0926,Fidough,['fairy'],"['Own Tempo', 'Klutz']",37,55,70,30,55,65,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",312,52,"['Growl', 'Tackle', 'Lick', 'Tail Whip', 'Covet', 'Bite', 'Baby-Doll Eyes', 'Play Rough', 'Work Up', 'Baton Pass', 'Roar', 'Double-Edge', 'Charm', 'Crunch', 'Last Resort', 'Copycat', 'Howl', 'Sweet Scent', 'Wish', 'Yawn', 'Take Down', 'Agility', 'Mud-Slap', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Trailblaze', 'Facade', 'Snarl', 'Mud Shot', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Dazzling Gleam', 'Stomping Tantrum', 'Rest', 'Substitute', 'Helping Hand', 'Misty Terrain', 'Tera Blast', 'Psych Up', 'Endeavor', 'Alluring Voice']"
#0927,Dachsbun,['fairy'],"['Well-Baked Body', 'Aroma Veil']",57,80,115,50,80,95,"['fighting', 'dragon', 'dark']","['poison', 'steel', 'fire']","['fighting', 'bug', 'dragon', 'dark']","['poison', 'steel']",477,79,"['Growl', 'Tackle', 'Lick', 'Tail Whip', 'Covet', 'Bite', 'Baby-Doll Eyes', 'Play Rough', 'Work Up', 'Baton Pass', 'Roar', 'Double-Edge', 'Charm', 'Crunch', 'Last Resort', 'Copycat', 'Howl', 'Sweet Scent', 'Wish', 'Yawn', 'Take Down', 'Agility', 'Mud-Slap', 'Scary Face', 'Protect', 'Fire Fang', 'Thunder Fang', 'Ice Fang', 'Trailblaze', 'Facade', 'Snarl', 'Mud Shot', 'Draining Kiss', 'Endure', 'Sunny Day', 'Rain Dance', 'Dig', 'Psychic Fangs', 'Body Slam', 'Sleep Talk', 'Dazzling Gleam', 'Stomping Tantrum', 'Rest', 'Body Press', 'Substitute', 'Helping Hand', 'Misty Terrain', 'Giga Impact', 'Hyper Beam', 'Tera Blast', 'Psych Up', 'Endeavor', 'Alluring Voice']"
#0928,Smoliv,"['grass', 'normal']","['Early Bird', 'Harvest']",41,35,45,58,51,30,"['ground', 'water']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'grass', 'dragon']","['ground', 'ghost', 'water', 'grass', 'electric']","['fighting', 'flying', 'poison', 'bug', 'fire', 'ice']",260,43,"['Sweet Scent', 'Tackle', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse', 'Memento', 'Strength Sap', 'Synthesis', 'Weather Ball', 'Charm', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Magical Leaf', 'Endure', 'Sunny Day', 'Bullet Seed', 'Sleep Talk', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Earth Power', 'Leaf Storm', 'Solar Beam', 'Tera Blast']"
#0929,Dolliv,"['grass', 'normal']","['Early Bird', 'Harvest']",52,53,60,78,78,33,"['ground', 'water']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'grass', 'dragon']","['ground', 'ghost', 'water', 'grass', 'electric']","['fighting', 'flying', 'poison', 'bug', 'fire', 'ice']",354,59,"['Sweet Scent', 'Tackle', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse', 'Memento', 'Strength Sap', 'Synthesis', 'Weather Ball', 'Charm', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Magical Leaf', 'Endure', 'Sunny Day', 'Bullet Seed', 'Sleep Talk', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Earth Power', 'Leaf Storm', 'Solar Beam', 'Tera Blast', 'Solar Blade']"
#0930,Arboliva,"['grass', 'normal']","['Seed Sower', 'Harvest']",78,69,90,125,109,39,"['ground', 'water']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'grass', 'dragon']","['ground', 'ghost', 'water', 'grass', 'electric']","['fighting', 'flying', 'poison', 'bug', 'fire', 'ice']",510,85,"['Mirror Coat', 'Safeguard', 'Sweet Scent', 'Tackle', 'Absorb', 'Growth', 'Razor Leaf', 'Helping Hand', 'Flail', 'Mega Drain', 'Grassy Terrain', 'Seed Bomb', 'Energy Ball', 'Leech Seed', 'Terrain Pulse', 'Petal Blizzard', 'Petal Dance', 'Memento', 'Strength Sap', 'Synthesis', 'Weather Ball', 'Charm', 'Protect', 'Trailblaze', 'Facade', 'Swift', 'Magical Leaf', 'Fling', 'Endure', 'Sunny Day', 'Bullet Seed', 'Sleep Talk', 'Reflect', 'Light Screen', 'Dazzling Gleam', 'Metronome', 'Grass Knot', 'Rest', 'Substitute', 'Giga Drain', 'Hyper Voice', 'Encore', 'Pollen Puff', 'Earth Power', 'Giga Impact', 'Leaf Storm', 'Hyper Beam', 'Solar Beam', 'Tera Blast']"
