Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#058,Gurdurr,[],[''],85,105,85,40,50,40,[],[],[],[],405,67
#059,Conkeldurr,[],[''],105,140,95,55,65,45,[],[],[],[],505,84
#060,Barboach,[],"['', '']",50,48,43,46,41,60,[],[],[],[],288,48
#061,Whiscash,[],"['', '']",110,78,73,76,71,60,[],[],[],[],468,78
#062,Magikarp,[],[''],20,10,55,15,20,80,[],[],[],[],200,33
#063,Gyarados,[],"['', '']",95,125,79,60,100,81,[],[],[],[],540,90
#064,Basculin,[],[''],70,92,65,80,55,98,[],[],[],[],460,76
#065,Nidoran-f,[],[''],55,47,52,40,40,41,[],[],[],[],275,45
#066,Nidorina,[],[''],70,62,67,55,55,56,[],[],[],[],365,60
#067,Nidoqueen,[],"['', '']",90,92,87,75,85,76,[],[],[],[],505,84
#068,Nidoran-m,[],[''],46,57,40,40,40,50,[],[],[],[],273,45
#069,Nidorino,[],[''],61,72,57,55,55,65,[],[],[],[],365,60
#070,Nidoking,[],"['', '']",81,102,77,85,75,85,[],[],[],[],505,84
#071,Zigzagoon,[],"['', '']",38,30,41,30,41,60,[],[],[],[],240,40
#072,Linoone,[],"['', '']",78,70,61,50,61,100,[],[],[],[],420,70
#073,Obstagoon,[],"['', '']",93,90,101,60,81,95,[],[],[],[],520,86
#074,Eevee,[],[''],55,55,50,45,65,55,[],[],[],[],325,54
#075,Vaporeon,[],[''],130,65,60,110,95,65,[],[],[],[],525,87
#076,Jolteon,[],[''],65,65,60,110,95,130,[],[],[],[],525,87
#077,Flareon,[],[''],65,130,60,95,110,65,[],[],[],[],525,87
#078,Umbreon,[],[''],95,65,110,60,130,65,[],[],[],[],525,87
#079,Espeon,[],[''],65,65,60,130,95,110,[],[],[],[],525,87
#080,Glaceon,[],[''],65,60,110,130,95,65,[],[],[],[],525,87
#081,Leafeon,[],[''],65,110,130,60,65,95,[],[],[],[],525,87
#082,Sylveon,[],[''],95,65,65,110,130,60,[],[],[],[],525,87
#083,Tyrunt,[],"['', '']",58,89,77,45,45,48,[],[],[],[],362,60
#084,Tyrantrum,[],"['', '']",82,121,119,69,59,71,[],[],[],[],521,86
#085,Amaura,[],"['', '']",77,59,50,67,63,46,[],[],[],[],362,60
#086,Aurorus,[],"['', '']",123,77,72,99,92,58,[],[],[],[],521,86
#087,Bronzor,[],"['', '']",57,24,86,24,86,23,[],[],[],[],300,50
#088,Bronzong,[],"['', '']",67,89,116,79,116,33,[],[],[],[],500,83
#089,Stonjourner,[],[''],100,125,135,20,20,70,[],[],[],[],470,78
#090,Eiscue,[],[''],75,80,110,65,90,50,[],[],[],[],470,78
#091,Dewpider,[],"['', '']",38,40,52,40,72,27,[],[],[],[],269,44
#092,Araquanid,[],"['', '']",68,70,92,50,132,42,[],[],[],[],454,75
#093,Joltik,[],"['', '']",50,47,50,57,50,65,[],[],[],[],319,53
#094,Galvantula,[],"['', '']",70,77,60,97,60,108,[],[],[],[],472,78
#095,Karrablast,[],[''],50,75,45,40,45,60,[],[],[],[],315,52
#096,Escavalier,[],"['', '']",70,135,105,60,105,20,[],[],[],[],495,82
#097,Shelmet,[],[''],50,40,85,40,65,25,[],[],[],[],305,50
#098,Accelgor,[],[''],80,70,40,100,60,145,[],[],[],[],495,82
#099,Sizzlipede,[],"['', '']",50,65,45,50,50,45,[],[],[],[],305,50
#100,Centiskorch,[],"['', '']",100,115,65,90,90,65,[],[],[],[],525,87
#101,Durant,[],"['', '']",58,109,112,48,48,109,[],[],[],[],484,80
#102,Heatmor,[],[''],85,97,66,105,66,65,[],[],[],[],484,80
#103,Darumaka,[],[''],70,90,45,15,45,50,[],[],[],[],315,52
#104,Darmanitan,[],[''],105,140,55,30,55,95,[],[],[],[],480,80
#105,Ponyta,[],[''],50,85,55,65,65,90,[],[],[],[],410,68
#106,Rapidash,[],"['', '']",65,100,70,80,80,105,[],[],[],[],500,83
#107,Absol,[],[''],65,130,60,75,60,75,[],[],[],[],465,77
#108,Cufant,[],[''],72,80,49,40,49,40,[],[],[],[],330,55
#109,Copperajah,[],[''],122,130,69,80,69,30,[],[],[],[],500,83
#110,Dreepy,[],"['', '']",28,60,30,40,30,82,[],[],[],[],270,45
#111,Drakloak,[],"['', '']",68,80,50,60,50,102,[],[],[],[],410,68
#112,Dragapult,[],"['', '']",88,120,75,100,75,142,[],[],[],[],600,100
#113,Bagon,[],[''],45,75,60,40,30,50,[],[],[],[],300,50
#114,Shelgon,[],[''],65,95,100,60,50,50,[],[],[],[],420,70
#115,Salamence,[],"['', '']",95,135,80,110,80,100,[],[],[],[],600,100
#116,Gible,[],"['', '']",58,70,45,40,45,42,[],[],[],[],300,50
#117,Gabite,[],"['', '']",68,90,65,50,55,82,[],[],[],[],410,68
#118,Garchomp,[],"['', '']",108,130,95,80,85,102,[],[],[],[],600,100
#119,Druddigon,[],[''],77,120,90,60,90,48,[],[],[],[],485,80
#120,Delibird,[],"['', '']",45,55,45,65,45,75,[],[],[],[],330,55
#121,Cubchoo,[],[''],55,70,40,60,40,40,[],[],[],[],305,50
#122,Beartic,[],[''],95,130,80,70,80,50,[],[],[],[],505,84
#123,Omanyte,[],"['', '']",35,40,100,90,55,35,[],[],[],[],355,59
#124,Omastar,[],"['', '']",70,60,125,115,70,55,[],[],[],[],495,82
#125,Kabuto,[],"['', '']",30,80,90,55,45,55,[],[],[],[],355,59
#126,Kabutops,[],"['', '']",60,115,105,65,70,80,[],[],[],[],495,82
#127,Aerodactyl,[],"['', '']",80,105,65,60,75,130,[],[],[],[],515,85
#128,Carbink,[],"['', '']",50,50,150,50,150,50,[],[],[],[],500,83
#129,Beldum,[],"['', '']",40,55,80,35,60,30,[],[],[],[],300,50
#130,Metang,[],"['', '']",60,75,100,55,80,50,[],[],[],[],420,70
#131,Metagross,[],"['', '']",80,135,130,95,90,70,[],[],[],[],600,100
#132,Sinistea,[],[''],40,45,45,74,54,50,[],[],[],[],308,51
#133,Polteageist,[],[''],60,65,65,134,114,70,[],[],[],[],508,84
#134,Riolu,[],[''],40,70,40,35,40,60,[],[],[],[],285,47
#135,Lucario,[],"['', '']",70,110,70,115,70,90,[],[],[],[],525,87
#136,Deino,[],"['', '']",52,65,50,45,50,38,[],[],[],[],300,50
#137,Zweilous,[],"['', '']",72,85,70,65,70,58,[],[],[],[],420,70
#138,Hydreigon,[],"['', '']",92,105,90,125,90,98,[],[],[],[],600,100
#139,Larvitar,[],"['', '']",50,64,50,45,50,41,[],[],[],[],300,50
#140,Pupitar,[],"['', '']",70,84,70,65,70,51,[],[],[],[],410,68
#141,Tyranitar,[],"['', '']",100,134,110,95,100,61,[],[],[],[],600,100
#142,Bergmite,[],[''],55,69,85,32,35,28,[],[],[],[],304,50
#143,Avalugg,[],[''],95,117,184,44,46,28,[],[],[],[],514,85
#144,Zubat,[],"['', '']",40,45,35,30,40,55,[],[],[],[],245,40
#145,Golbat,[],"['', '']",75,80,70,65,75,90,[],[],[],[],455,75
#146,Crobat,[],"['', '']",85,90,80,70,80,130,[],[],[],[],535,89
#147,Tirtouga,[],"['', '']",54,78,103,53,45,22,[],[],[],[],355,59
#148,Carracosta,[],"['', '']",74,108,133,83,65,32,[],[],[],[],495,82
#149,Archen,[],"['', '']",55,112,45,74,45,70,[],[],[],[],401,66
#150,Archeops,[],"['', '']",75,140,65,112,65,110,[],[],[],[],567,94
#151,Baltoy,[],"['', '']",40,40,55,40,70,55,[],[],[],[],300,50
#152,Claydol,[],"['', '']",60,70,105,70,120,75,[],[],[],[],500,83
#153,Golett,[],"['', '']",59,74,50,35,50,35,[],[],[],[],303,50
#154,Golurk,[],"['', '']",89,124,80,55,80,55,[],[],[],[],483,80
#155,Yamper,[],[''],59,45,50,40,50,26,[],[],[],[],270,45
#156,Boltund,[],[''],69,90,60,90,60,121,[],[],[],[],490,81
#157,Morpeko,[],"['', '']",58,95,58,70,58,97,[],[],[],[],436,72
#158,Pincurchin,[],[''],48,101,95,91,85,15,[],[],[],[],435,72
#159,Spheal,[],"['', '']",70,40,50,55,50,25,[],[],[],[],290,48
#160,Sealeo,[],"['', '']",90,60,70,75,70,45,[],[],[],[],410,68
#161,Walrein,[],"['', '']",110,80,90,95,90,65,[],[],[],[],530,88
#162,Dhelmise,[],"['', '']",70,131,100,86,90,40,[],[],[],[],517,86
#163,Rookidee,[],[''],38,47,35,33,35,57,[],[],[],[],245,40
#164,Corvisquire,[],[''],68,67,55,43,55,77,[],[],[],[],365,60
#165,Corviknight,[],"['', '']",98,87,105,53,85,67,[],[],[],[],495,82
#166,Gossifleur,[],[''],40,40,60,40,60,10,[],[],[],[],250,41
#167,Eldegoss,[],[''],60,50,90,80,120,60,[],[],[],[],460,76
#168,Cottonee,[],"['', '']",40,27,60,37,50,66,[],[],[],[],280,46
#169,Whimsicott,[],"['', '']",60,67,85,77,75,116,[],[],[],[],480,80
#170,Shuckle,[],"['', '']",20,10,230,10,230,5,[],[],[],[],505,84
#171,Indeedee,[],"['', '']",60,65,55,105,95,95,[],[],[],[],475,79
#172,Munchlax,[],[''],135,85,40,40,85,5,[],[],[],[],390,65
#173,Snorlax,[],[''],160,110,65,65,110,30,[],[],[],[],540,90
#174,Sableye,[],"['', '']",50,75,75,65,65,50,[],[],[],[],380,63
#175,Mawile,[],"['', '']",50,85,85,55,55,50,[],[],[],[],380,63
#176,Rolycoly,[],[''],30,40,50,40,50,30,[],[],[],[],240,40
#177,Carkol,[],"['', '']",80,60,90,60,70,50,[],[],[],[],410,68
#178,Coalossal,[],"['', '']",110,80,120,80,90,30,[],[],[],[],510,85
#179,Ferroseed,[],"['', '']",44,50,91,24,86,10,[],[],[],[],305,50
#180,Ferrothorn,[],"['', '']",74,94,131,54,116,20,[],[],[],[],489,81
#181,Noibat,[],"['', '']",40,30,35,45,40,55,[],[],[],[],245,40
#182,Noivern,[],"['', '']",85,70,80,97,80,123,[],[],[],[],535,89
#183,Lileep,[],"['', '']",66,41,77,61,87,23,[],[],[],[],355,59
#184,Cradily,[],"['', '']",86,81,97,81,107,43,[],[],[],[],495,82
#185,Anorith,[],"['', '']",45,95,50,40,50,75,[],[],[],[],355,59
#186,Armaldo,[],"['', '']",75,125,100,70,80,45,[],[],[],[],495,82
#187,Relicanth,[],"['', '']",100,90,130,45,65,55,[],[],[],[],485,80
#188,Feebas,[],[''],20,15,20,10,55,80,[],[],[],[],200,33
#189,Milotic,[],[''],95,60,79,100,125,81,[],[],[],[],540,90
#190,Lapras,[],"['', '']",130,85,80,85,95,60,[],[],[],[],535,89
#191,Aron,[],"['', '']",50,70,100,40,40,30,[],[],[],[],330,55
#192,Lairon,[],"['', '']",60,90,140,50,50,40,[],[],[],[],430,71
#193,Aggron,[],"['', '']",70,110,180,60,60,50,[],[],[],[],530,88
#194,Dratini,[],[''],41,64,45,50,50,50,[],[],[],[],300,50
#195,Dragonair,[],[''],61,84,65,70,70,70,[],[],[],[],420,70
#196,Dragonite,[],"['', '']",91,134,95,100,100,80,[],[],[],[],600,100
#197,Regirock,[],[''],80,100,200,50,100,50,[],[],[],[],580,96
#198,Regice,[],[''],80,50,100,100,200,50,[],[],[],[],580,96
#199,Registeel,[],[''],80,75,150,75,150,50,[],[],[],[],580,96
#200,Regieleki,[],[''],80,100,50,100,50,200,[],[],[],[],580,96
#201,Regidrago,[],[''],200,100,50,100,50,80,[],[],[],[],580,96
#202,Articuno,[],"['', '']",90,85,85,125,100,95,[],[],[],[],580,96
#203,Zapdos,[],"['', '']",90,125,90,85,90,100,[],[],[],[],580,96
#204,Moltres,[],"['', '']",90,85,90,100,125,90,[],[],[],[],580,96
#205,Cobalion,[],"['', '']",91,90,129,90,72,108,[],[],[],[],580,96
#206,Terrakion,[],"['', '']",91,129,90,72,90,108,[],[],[],[],580,96
#207,Virizion,[],"['', '']",91,90,72,90,129,108,[],[],[],[],580,96
#208,Glastrier,[],[''],100,145,130,65,110,30,[],[],[],[],580,96
#209,Spectrier,[],[''],100,65,60,145,80,130,[],[],[],[],580,96
#210,Calyrex,[],"['', '']",100,80,80,80,80,80,[],[],[],[],500,83
