Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#137,Barboach,[],"['', '']",50,48,43,46,41,60,[],[],[],[],288,48
#138,Whiscash,[],"['', '']",110,78,73,76,71,60,[],[],[],[],468,78
#139,Azurill,[],"['', '']",50,20,40,20,40,20,[],[],[],[],190,31
#140,Marill,[],"['', '']",70,20,50,20,50,40,[],[],[],[],250,41
#141,Azumarill,[],"['', '']",100,50,80,60,80,50,[],[],[],[],420,70
#142,Poliwag,[],[''],40,50,40,40,40,90,[],[],[],[],300,50
#143,Poliwhirl,[],[''],65,65,65,50,50,90,[],[],[],[],385,64
#144,Poliwrath,[],"['', '']",90,95,95,70,90,70,[],[],[],[],510,85
#145,Politoed,[],[''],90,75,75,90,100,70,[],[],[],[],500,83
#146,Psyduck,[],[''],50,52,48,65,50,55,[],[],[],[],320,53
#147,Golduck,[],[''],80,82,78,95,80,85,[],[],[],[],500,83
#148,Whismur,[],[''],64,51,23,51,23,28,[],[],[],[],240,40
#149,Loudred,[],[''],84,71,43,71,43,48,[],[],[],[],360,60
#150,Exploud,[],[''],104,91,63,91,73,68,[],[],[],[],490,81
#151,Woobat,[],"['', '']",65,45,43,55,43,72,[],[],[],[],323,53
#152,Swoobat,[],"['', '']",67,57,55,77,55,114,[],[],[],[],425,70
#153,Skarmory,[],"['', '']",65,80,140,40,70,70,[],[],[],[],465,77
#154,Roggenrola,[],[''],55,75,85,25,25,15,[],[],[],[],280,46
#155,Boldore,[],[''],70,105,105,50,40,20,[],[],[],[],390,65
#156,Gigalith,[],[''],85,135,130,60,80,25,[],[],[],[],515,85
#157,Rockruff,[],[''],45,65,40,30,40,60,[],[],[],[],280,46
#158,Lycanroc,[],[''],75,115,65,55,65,112,[],[],[],[],487,81
#159,Salandit,[],"['', '']",48,44,40,71,40,77,[],[],[],[],320,53
#160,Salazzle,[],"['', '']",68,64,60,111,60,117,[],[],[],[],480,80
#161,Scraggy,[],"['', '']",50,75,70,35,70,48,[],[],[],[],348,58
#162,Scrafty,[],"['', '']",65,90,115,45,115,58,[],[],[],[],488,81
#163,Mienfoo,[],[''],45,85,50,55,50,65,[],[],[],[],350,58
#164,Mienshao,[],[''],65,125,60,95,60,105,[],[],[],[],510,85
#165,Jangmo-o,[],[''],45,55,65,45,45,45,[],[],[],[],300,50
#166,Hakamo-o,[],"['', '']",55,75,90,65,70,65,[],[],[],[],420,70
#167,Kommo-o,[],"['', '']",75,110,125,100,105,85,[],[],[],[],600,100
#168,Sandshrew,[],[''],50,75,85,20,30,40,[],[],[],[],300,50
#169,Sandslash,[],[''],75,100,110,45,55,65,[],[],[],[],450,75
#170,Cubone,[],[''],50,50,95,40,50,35,[],[],[],[],320,53
#171,Marowak,[],[''],60,80,110,50,80,45,[],[],[],[],425,70
#172,Kangaskhan,[],[''],105,95,80,40,80,90,[],[],[],[],490,81
#173,Torkoal,[],[''],70,85,140,85,70,20,[],[],[],[],470,78
#174,Silicobra,[],[''],52,57,75,35,50,46,[],[],[],[],315,52
#175,Sandaconda,[],[''],72,107,125,65,70,71,[],[],[],[],510,85
#176,Sandile,[],"['', '']",50,72,35,35,35,65,[],[],[],[],292,48
#177,Krokorok,[],"['', '']",60,82,45,45,45,74,[],[],[],[],351,58
#178,Krookodile,[],"['', '']",95,117,80,65,70,92,[],[],[],[],519,86
#179,Rufflet,[],"['', '']",70,83,50,37,50,60,[],[],[],[],350,58
#180,Braviary,[],"['', '']",100,123,75,57,75,80,[],[],[],[],510,85
#181,Vullaby,[],"['', '']",70,55,75,45,65,60,[],[],[],[],370,61
#182,Mandibuzz,[],"['', '']",110,65,105,55,95,80,[],[],[],[],510,85
#183,Rhyhorn,[],"['', '']",80,85,95,30,30,25,[],[],[],[],345,57
#184,Rhydon,[],"['', '']",105,130,120,45,45,40,[],[],[],[],485,80
#185,Rhyperior,[],"['', '']",115,140,130,55,55,40,[],[],[],[],535,89
#186,Larvesta,[],"['', '']",55,85,55,50,55,60,[],[],[],[],360,60
#187,Volcarona,[],"['', '']",85,60,65,135,105,100,[],[],[],[],550,91
#188,Chinchou,[],"['', '']",75,38,38,56,56,67,[],[],[],[],330,55
#189,Lanturn,[],"['', '']",125,58,58,76,76,67,[],[],[],[],460,76
#190,Wailmer,[],[''],130,70,35,70,35,60,[],[],[],[],400,66
#191,Wailord,[],[''],170,90,45,90,45,60,[],[],[],[],500,83
#192,Frillish,[],"['', '']",55,40,50,65,85,40,[],[],[],[],335,55
#193,Jellicent,[],"['', '']",100,60,70,85,105,60,[],[],[],[],480,80
#194,Skrelp,[],"['', '']",50,60,60,60,60,30,[],[],[],[],320,53
#195,Dragalge,[],"['', '']",65,75,90,97,123,44,[],[],[],[],494,82
#196,Clauncher,[],[''],50,53,62,58,63,44,[],[],[],[],330,55
#197,Clawitzer,[],[''],71,73,88,120,89,59,[],[],[],[],500,83
#198,Horsea,[],[''],30,40,70,70,25,60,[],[],[],[],295,49
#199,Seadra,[],[''],55,65,95,95,45,85,[],[],[],[],440,73
#200,Kingdra,[],"['', '']",75,95,95,95,95,85,[],[],[],[],540,90
#201,Petilil,[],[''],45,35,50,70,50,30,[],[],[],[],280,46
#202,Lilligant,[],[''],70,60,75,110,75,90,[],[],[],[],480,80
#203,Combee,[],"['', '']",30,30,42,30,42,70,[],[],[],[],244,40
#204,Vespiquen,[],"['', '']",70,80,102,80,102,40,[],[],[],[],474,79
#205,Exeggcute,[],"['', '']",60,40,80,60,45,40,[],[],[],[],325,54
#206,Exeggutor,[],"['', '']",95,95,85,125,75,55,[],[],[],[],530,88
#207,Ditto,[],[''],48,48,48,48,48,48,[],[],[],[],288,48
#208,Porygon,[],[''],65,60,70,85,75,40,[],[],[],[],395,65
#209,Porygon2,[],[''],85,80,90,105,95,60,[],[],[],[],515,85
#210,Porygon-Z,[],[''],85,80,70,135,75,90,[],[],[],[],535,89
#211,Zarude,[],"['', '']",105,120,105,70,95,105,[],[],[],[],600,100
