Dex,Name,Type,Abilities,HP,A,D,SA,SD,SP,Strong Against,Weak Against,Resistant To,Vulnerable To,base stat total,base stat avg
#0051,Dugtrio,['ground'],"['Sand Veil', 'Arena Trap', 'Sand Force']",35,100,50,50,70,120,"['poison', 'rock', 'steel', 'fire', 'electric']","['flying', 'bug', 'grass']","['poison', 'rock', 'electric']","['water', 'grass', 'ice']",425,70
#0052,Meowth,['normal'],"['Pickup', 'Technician', 'Unnerve']",40,45,35,40,40,90,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],290,48
#0053,Persian,['normal'],"['Limber', 'Technician', 'Unnerve']",65,70,60,65,65,115,[],"['rock', 'ghost', 'steel']",['ghost'],['fighting'],440,73
#0054,Psyduck,['water'],"['Damp', 'Cloud Nine', 'Swift Swim']",50,52,48,65,50,55,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",320,53
#0055,Golduck,['water'],"['Damp', 'Cloud Nine', 'Swift Swim']",80,82,78,95,80,85,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",500,83
#0056,Mankey,['fighting'],"['Vital Spirit', 'Anger Point', 'Defiant']",40,80,35,35,45,70,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",305,50
#0057,Primeape,['fighting'],"['Vital Spirit', 'Anger Point', 'Defiant']",65,105,60,60,70,95,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",455,75
#0058,Growlithe,['fire'],"['Intimidate', 'Flash Fire', 'Justified']",55,70,45,70,50,60,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",350,58
#0059,Arcanine,['fire'],"['Intimidate', 'Flash Fire', 'Justified']",90,110,80,100,80,95,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",555,92
#0060,Poliwag,['water'],"['Water Absorb', 'Damp', 'Swift Swim']",40,50,40,40,40,90,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",300,50
#0061,Poliwhirl,['water'],"['Water Absorb', 'Damp', 'Swift Swim']",65,65,65,50,50,90,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",385,64
#0062,Poliwrath,"['water', 'fighting']","['Water Absorb', 'Damp', 'Swift Swim']",90,95,95,70,90,70,"['normal', 'ground', 'rock', 'steel', 'fire', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'water', 'grass', 'psychic', 'dragon', 'fairy']","['rock', 'bug', 'steel', 'fire', 'water', 'ice', 'dark']","['flying', 'grass', 'electric', 'psychic', 'fairy']",510,85
#0063,Abra,['psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",25,20,15,105,55,90,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",310,51
#0064,Kadabra,['psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",40,35,30,120,70,105,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",400,66
#0065,Alakazam,['psychic'],"['Synchronize', 'Inner Focus', 'Magic Guard']",55,50,45,135,95,120,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",500,83
#0066,Machop,['fighting'],"['Guts', 'No Guard', 'Steadfast']",70,80,50,35,35,35,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",305,50
#0067,Machoke,['fighting'],"['Guts', 'No Guard', 'Steadfast']",80,100,70,50,60,45,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",405,67
#0068,Machamp,['fighting'],"['Guts', 'No Guard', 'Steadfast']",90,130,80,65,85,55,"['normal', 'rock', 'steel', 'ice', 'dark']","['flying', 'poison', 'bug', 'ghost', 'psychic', 'fairy']","['rock', 'bug', 'dark']","['flying', 'psychic', 'fairy']",505,84
#0069,Bellsprout,"['grass', 'poison']","['Chlorophyll', 'Gluttony']",50,75,35,70,30,40,"['water', 'fairy']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon']","['fighting', 'water', 'grass', 'electric', 'fairy']","['flying', 'fire', 'psychic', 'ice']",300,50
#0070,Weepinbell,"['grass', 'poison']","['Chlorophyll', 'Gluttony']",65,90,50,85,45,55,"['water', 'fairy']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon']","['fighting', 'water', 'grass', 'electric', 'fairy']","['flying', 'fire', 'psychic', 'ice']",390,65
#0071,Victreebel,"['grass', 'poison']","['Chlorophyll', 'Gluttony']",80,105,65,100,70,70,"['water', 'fairy']","['flying', 'poison', 'bug', 'ghost', 'steel', 'fire', 'dragon']","['fighting', 'water', 'grass', 'electric', 'fairy']","['flying', 'fire', 'psychic', 'ice']",490,81
#0072,Tentacool,"['water', 'poison']","['Clear Body', 'Liquid Ooze', 'Rain Dish']",40,40,35,50,100,70,"['fire', 'fairy']","['poison', 'ghost', 'steel', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'electric', 'psychic']",335,55
#0073,Tentacruel,"['water', 'poison']","['Clear Body', 'Liquid Ooze', 'Rain Dish']",80,70,65,80,120,100,"['fire', 'fairy']","['poison', 'ghost', 'steel', 'water', 'dragon']","['fighting', 'poison', 'bug', 'steel', 'fire', 'water', 'ice', 'fairy']","['ground', 'electric', 'psychic']",515,85
#0074,Geodude,"['rock', 'ground']","['Rock Head', 'Sturdy', 'Sand Veil']",40,80,100,30,30,20,"['poison', 'rock', 'fire', 'electric', 'ice']","['fighting', 'flying', 'ground', 'grass']","['normal', 'flying', 'poison', 'rock', 'fire', 'electric']","['fighting', 'ground', 'steel', 'water', 'grass', 'ice']",300,50
#0075,Graveler,"['rock', 'ground']","['Rock Head', 'Sturdy', 'Sand Veil']",55,95,115,45,45,35,"['poison', 'rock', 'fire', 'electric', 'ice']","['fighting', 'flying', 'ground', 'grass']","['normal', 'flying', 'poison', 'rock', 'fire', 'electric']","['fighting', 'ground', 'steel', 'water', 'grass', 'ice']",390,65
#0076,Golem,"['rock', 'ground']","['Rock Head', 'Sturdy', 'Sand Veil']",80,120,130,55,65,45,"['poison', 'rock', 'fire', 'electric', 'ice']","['fighting', 'flying', 'ground', 'grass']","['normal', 'flying', 'poison', 'rock', 'fire', 'electric']","['fighting', 'ground', 'steel', 'water', 'grass', 'ice']",495,82
#0077,Ponyta,['fire'],"['Run Away', 'Flash Fire', 'Flame Body']",50,85,55,65,65,90,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",410,68
#0078,Rapidash,['fire'],"['Run Away', 'Flash Fire', 'Flame Body']",65,100,70,80,80,105,"['bug', 'steel', 'grass', 'ice']","['rock', 'fire', 'water', 'dragon']","['bug', 'steel', 'fire', 'grass', 'ice', 'fairy']","['ground', 'rock', 'water']",500,83
#0079,Slowpoke,"['water', 'psychic']","['Oblivious', 'Own Tempo', 'Regenerator']",90,65,65,40,40,15,"['fighting', 'poison', 'ground', 'rock', 'fire']","['steel', 'water', 'grass', 'psychic', 'dragon', 'dark']","['fighting', 'steel', 'fire', 'water', 'psychic', 'ice']","['bug', 'ghost', 'grass', 'electric', 'dark']",315,52
#0080,Slowbro,"['water', 'psychic']","['Oblivious', 'Own Tempo', 'Regenerator']",95,75,110,100,80,30,"['fighting', 'poison', 'ground', 'rock', 'fire']","['steel', 'water', 'grass', 'psychic', 'dragon', 'dark']","['fighting', 'steel', 'fire', 'water', 'psychic', 'ice']","['bug', 'ghost', 'grass', 'electric', 'dark']",490,81
#0081,Magnemite,"['electric', 'steel']","['Magnet Pull', 'Sturdy', 'Analytic']",25,35,70,95,55,45,"['flying', 'rock', 'ice', 'fairy']","['ground', 'steel', 'fire', 'grass', 'electric', 'dragon']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'electric', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",325,54
#0082,Magneton,"['electric', 'steel']","['Magnet Pull', 'Sturdy', 'Analytic']",50,60,95,120,70,70,"['flying', 'rock', 'ice', 'fairy']","['ground', 'steel', 'fire', 'grass', 'electric', 'dragon']","['normal', 'flying', 'poison', 'rock', 'bug', 'steel', 'grass', 'electric', 'psychic', 'ice', 'dragon', 'fairy']","['fighting', 'ground', 'fire']",465,77
#0083,Farfetch'd,"['normal', 'flying']","['Keen Eye', 'Inner Focus', 'Defiant']",52,90,55,58,62,60,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",377,62
#0084,Doduo,"['normal', 'flying']","['Run Away', 'Early Bird', 'Tangled Feet']",35,85,45,35,35,75,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",310,51
#0085,Dodrio,"['normal', 'flying']","['Run Away', 'Early Bird', 'Tangled Feet']",60,110,70,60,60,110,"['fighting', 'bug', 'grass']","['rock', 'ghost', 'steel', 'electric']","['ground', 'bug', 'ghost', 'grass']","['rock', 'electric', 'ice']",470,78
#0086,Seel,['water'],"['Thick Fat', 'Hydration', 'Ice Body']",65,45,55,45,70,45,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",325,54
#0087,Dewgong,"['water', 'ice']","['Thick Fat', 'Hydration', 'Ice Body']",90,70,80,70,95,70,"['flying', 'ground', 'rock']","['steel', 'water', 'ice']","['water', 'ice']","['fighting', 'rock', 'grass', 'electric']",475,79
#0088,Grimer,['poison'],"['Stench', 'Sticky Hold', 'Poison Touch']",80,80,50,40,50,25,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'psychic']",325,54
#0089,Muk,['poison'],"['Stench', 'Sticky Hold', 'Poison Touch']",105,105,75,65,100,50,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'psychic']",500,83
#0090,Shellder,['water'],"['Shell Armor', 'Skill Link', 'Overcoat']",30,65,100,45,25,40,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",305,50
#0091,Cloyster,"['water', 'ice']","['Shell Armor', 'Skill Link', 'Overcoat']",50,95,180,85,45,70,"['flying', 'ground', 'rock']","['steel', 'water', 'ice']","['water', 'ice']","['fighting', 'rock', 'grass', 'electric']",525,87
#0092,Gastly,"['ghost', 'poison']",['Levitate'],30,35,30,100,35,80,"['grass', 'psychic', 'fairy']","['normal', 'poison', 'ground', 'rock', 'steel', 'dark']","['normal', 'fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'ghost', 'psychic', 'dark']",310,51
#0093,Haunter,"['ghost', 'poison']",['Levitate'],45,50,45,115,55,95,"['grass', 'psychic', 'fairy']","['normal', 'poison', 'ground', 'rock', 'steel', 'dark']","['normal', 'fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'ghost', 'psychic', 'dark']",405,67
#0094,Gengar,"['ghost', 'poison']",['Cursed Body'],60,65,60,130,75,110,"['grass', 'psychic', 'fairy']","['normal', 'poison', 'ground', 'rock', 'steel', 'dark']","['normal', 'fighting', 'poison', 'bug', 'grass', 'fairy']","['ground', 'ghost', 'psychic', 'dark']",500,83
#0095,Onix,"['rock', 'ground']","['Rock Head', 'Sturdy', 'Weak Armor']",35,45,160,30,45,70,"['poison', 'rock', 'fire', 'electric', 'ice']","['fighting', 'flying', 'ground', 'grass']","['normal', 'flying', 'poison', 'rock', 'fire', 'electric']","['fighting', 'ground', 'steel', 'water', 'grass', 'ice']",385,64
#0096,Drowzee,['psychic'],"['Insomnia', 'Forewarn', 'Inner Focus']",60,48,45,43,90,42,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",328,54
#0097,Hypno,['psychic'],"['Insomnia', 'Forewarn', 'Inner Focus']",85,73,70,73,115,67,"['fighting', 'poison']","['steel', 'psychic', 'dark']","['fighting', 'psychic']","['bug', 'ghost', 'dark']",483,80
#0098,Krabby,['water'],"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",30,105,90,25,25,50,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",325,54
#0099,Kingler,['water'],"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",55,130,115,50,50,75,"['ground', 'rock', 'fire']","['water', 'grass', 'dragon']","['steel', 'fire', 'water', 'ice']","['grass', 'electric']",475,79
#0100,Voltorb,['electric'],"['Soundproof', 'Static', 'Aftermath']",40,30,50,55,55,100,"['flying', 'water']","['ground', 'grass', 'electric', 'dragon']","['flying', 'steel', 'electric']",['ground'],330,55
