Dex Num,Name,Good against (att),Not good against (att),SE damage from,NVE damage from
#273,Seedot,"['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']","['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']"
#274,Nuzleaf,"['water', 'ground', 'psychic', 'rock', 'ghost']","['fire', 'grass', 'fighting', 'poison', 'flying', 'bug', 'dragon', 'dark', 'steel', 'fairy']","['fire', 'ice', 'fighting', 'poison', 'flying', 'bug', 'fairy']","['water', 'electric', 'grass', 'ground', 'psychic', 'ghost', 'dark']"
#275,Shiftry,"['water', 'ground', 'psychic', 'rock', 'ghost']","['fire', 'grass', 'fighting', 'poison', 'flying', 'bug', 'dragon', 'dark', 'steel', 'fairy']","['fire', 'ice', 'fighting', 'poison', 'flying', 'bug', 'fairy']","['water', 'electric', 'grass', 'ground', 'psychic', 'ghost', 'dark']"
#276,Taillow,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']"
#277,Swellow,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']"
#278,Wingull,"['fire', 'fighting', 'ground', 'bug']","['water', 'electric', 'dragon', 'steel']","['electric', 'rock']","['fire', 'water', 'fighting', 'ground', 'bug', 'steel']"
#279,Pelipper,"['fire', 'fighting', 'ground', 'bug']","['water', 'electric', 'dragon', 'steel']","['electric', 'rock']","['fire', 'water', 'fighting', 'ground', 'bug', 'steel']"
#280,Ralts,"['fighting', 'dragon']","['normal', 'psychic', 'dark', 'steel']","['poison', 'ghost', 'steel']","['fighting', 'psychic', 'dragon']"
#281,Kirlia,"['fighting', 'dragon']","['normal', 'psychic', 'dark', 'steel']","['poison', 'ghost', 'steel']","['fighting', 'psychic', 'dragon']"
#282,Gardevoir,"['fighting', 'dragon']","['normal', 'psychic', 'dark', 'steel']","['poison', 'ghost', 'steel']","['fighting', 'psychic', 'dragon']"
#283,Surskit,"['ground', 'psychic', 'rock', 'dark']","['water', 'fighting', 'poison', 'flying', 'ghost', 'dragon', 'steel', 'fairy']","['electric', 'flying', 'rock']","['water', 'ice', 'fighting', 'ground', 'steel']"
#284,Masquerain,"['grass', 'psychic', 'bug', 'dark']","['fire', 'electric', 'poison', 'flying', 'rock', 'ghost', 'steel', 'fairy']","['fire', 'electric', 'ice', 'flying', 'rock']","['grass', 'fighting', 'ground', 'bug']"
#285,Shroomish,"['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']","['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']"
#286,Breloom,"['normal', 'water', 'ice', 'ground', 'rock', 'dark']","['fire', 'grass', 'poison', 'flying', 'psychic', 'bug', 'ghost', 'dragon', 'fairy']","['fire', 'ice', 'poison', 'flying', 'psychic', 'fairy']","['water', 'electric', 'grass', 'ground', 'rock', 'dark']"
#287,Slakoth,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#288,Vigoroth,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#289,Slaking,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#290,Nincada,"['electric', 'psychic', 'rock', 'dark']","['fighting', 'flying', 'bug', 'ghost', 'fairy']","['fire', 'water', 'ice', 'flying']","['electric', 'fighting', 'poison', 'ground']"
#291,Ninjask,"['grass', 'psychic', 'bug', 'dark']","['fire', 'electric', 'poison', 'flying', 'rock', 'ghost', 'steel', 'fairy']","['fire', 'electric', 'ice', 'flying', 'rock']","['grass', 'fighting', 'ground', 'bug']"
#292,Shedinja,"['grass', 'psychic']","['normal', 'fire', 'fighting', 'poison', 'flying', 'steel', 'fairy']","['fire', 'flying', 'rock', 'ghost', 'dark']","['normal', 'grass', 'fighting', 'poison', 'ground', 'bug']"
#293,Whismur,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#294,Loudred,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#295,Exploud,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#296,Makuhita,"['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']","['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']"
#297,Hariyama,"['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']","['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']"
#298,Azurill,"['fighting', 'dragon', 'dark']","['normal', 'poison', 'rock', 'ghost', 'steel']","['poison', 'steel']","['bug', 'ghost', 'dragon', 'dark', 'fairy']"
#299,Nosepass,"['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']","['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']"
#300,Skitty,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#301,Delcatty,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#302,Sableye,"['psychic', 'ghost']","['normal', 'fighting', 'dark', 'fairy']",['fairy'],"['normal', 'fighting', 'poison', 'psychic']"
#303,Mawile,"['ice', 'fighting', 'rock', 'dragon', 'dark', 'fairy']","['normal', 'fire', 'water', 'electric', 'poison', 'steel']","['fire', 'ground']","['normal', 'grass', 'ice', 'poison', 'flying', 'psychic', 'bug', 'rock', 'dragon', 'dark', 'fairy']"
#304,Aron,"['ice', 'flying', 'bug', 'rock', 'fairy']","['water', 'electric', 'fighting', 'ground', 'steel']","['water', 'fighting', 'ground']","['normal', 'ice', 'poison', 'flying', 'psychic', 'bug', 'rock', 'dragon', 'fairy']"
#305,Lairon,"['ice', 'flying', 'bug', 'rock', 'fairy']","['water', 'electric', 'fighting', 'ground', 'steel']","['water', 'fighting', 'ground']","['normal', 'ice', 'poison', 'flying', 'psychic', 'bug', 'rock', 'dragon', 'fairy']"
#306,Aggron,"['ice', 'flying', 'bug', 'rock', 'fairy']","['water', 'electric', 'fighting', 'ground', 'steel']","['water', 'fighting', 'ground']","['normal', 'ice', 'poison', 'flying', 'psychic', 'bug', 'rock', 'dragon', 'fairy']"
#307,Meditite,"['normal', 'ice', 'fighting', 'rock']","['flying', 'psychic', 'bug', 'ghost', 'dark', 'fairy']","['flying', 'ghost', 'fairy']","['fighting', 'rock']"
#308,Medicham,"['normal', 'ice', 'fighting', 'rock']","['flying', 'psychic', 'bug', 'ghost', 'dark', 'fairy']","['flying', 'ghost', 'fairy']","['fighting', 'rock']"
#309,Electrike,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#310,Manectric,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#311,Plusle,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#312,Minun,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#313,Volbeat,"['grass', 'psychic', 'dark']","['fire', 'fighting', 'poison', 'flying', 'ghost', 'steel', 'fairy']","['grass', 'psychic', 'dark']","['fire', 'fighting', 'poison', 'flying', 'ghost', 'steel', 'fairy']"
#314,Illumise,"['grass', 'psychic', 'dark']","['fire', 'fighting', 'poison', 'flying', 'ghost', 'steel', 'fairy']","['grass', 'psychic', 'dark']","['fire', 'fighting', 'poison', 'flying', 'ghost', 'steel', 'fairy']"
#315,Roselia,"['water', 'fairy']","['fire', 'poison', 'flying', 'bug', 'ghost', 'dragon', 'steel']","['fire', 'ice', 'flying', 'psychic']","['water', 'electric', 'grass', 'fighting', 'fairy']"
#316,Gulpin,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']"
#317,Swalot,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']"
#318,Carvanha,"['fire', 'ground', 'psychic', 'rock', 'ghost']","['water', 'grass', 'fighting', 'dragon', 'dark', 'fairy']","['electric', 'grass', 'fighting', 'bug', 'fairy']","['fire', 'water', 'ice', 'psychic', 'ghost', 'dark', 'steel']"
#319,Sharpedo,"['fire', 'ground', 'psychic', 'rock', 'ghost']","['water', 'grass', 'fighting', 'dragon', 'dark', 'fairy']","['electric', 'grass', 'fighting', 'bug', 'fairy']","['fire', 'water', 'ice', 'psychic', 'ghost', 'dark', 'steel']"
#320,Wailmer,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#321,Wailord,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#322,Numel,"['electric', 'ice', 'poison', 'steel']","['water', 'flying', 'dragon']","['water', 'ground']","['fire', 'electric', 'poison', 'bug', 'steel']"
#323,Camerupt,"['electric', 'ice', 'poison', 'steel']","['water', 'flying', 'dragon']","['water', 'ground']","['fire', 'electric', 'poison', 'bug', 'steel']"
#324,Torkoal,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']"
#325,Spoink,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']"
#326,Grumpig,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']"
#327,Spinda,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#328,Trapinch,"['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']","['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']"
#329,Vibrava,"['fire', 'electric', 'poison', 'rock', 'dragon']","['grass', 'flying', 'bug', 'fairy']","['ice', 'dragon', 'fairy']","['fire', 'electric', 'poison', 'rock']"
#330,Flygon,"['fire', 'electric', 'poison', 'rock', 'dragon']","['grass', 'flying', 'bug', 'fairy']","['ice', 'dragon', 'fairy']","['fire', 'electric', 'poison', 'rock']"
#331,Cacnea,"['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']","['water', 'ground', 'rock']","['fire', 'grass', 'poison', 'flying', 'bug', 'dragon', 'steel']"
#332,Cacturne,"['water', 'ground', 'psychic', 'rock', 'ghost']","['fire', 'grass', 'fighting', 'poison', 'flying', 'bug', 'dragon', 'dark', 'steel', 'fairy']","['fire', 'ice', 'fighting', 'poison', 'flying', 'bug', 'fairy']","['water', 'electric', 'grass', 'ground', 'psychic', 'ghost', 'dark']"
#333,Swablu,"['grass', 'fighting', 'bug']","['electric', 'rock', 'ghost', 'steel']","['electric', 'ice', 'rock']","['grass', 'ground', 'bug', 'ghost', 'fairy']"
#334,Altaria,"['grass', 'fighting', 'bug', 'dragon']","['electric', 'rock', 'steel', 'fairy']","['ice', 'rock', 'dragon', 'fairy']","['fire', 'water', 'grass', 'fighting', 'ground', 'bug']"
#335,Zangoose,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#336,Seviper,"['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']","['grass', 'fairy']","['poison', 'ground', 'rock', 'ghost', 'steel']"
#337,Lunatone,"['fire', 'ice', 'poison', 'flying', 'bug']","['ground', 'psychic', 'dark', 'steel']","['water', 'grass', 'ground', 'bug', 'ghost', 'dark', 'steel']","['normal', 'fire', 'poison', 'flying', 'psychic']"
#338,Solrock,"['fire', 'ice', 'poison', 'flying', 'bug']","['ground', 'psychic', 'dark', 'steel']","['water', 'grass', 'ground', 'bug', 'ghost', 'dark', 'steel']","['normal', 'fire', 'poison', 'flying', 'psychic']"
#339,Barboach,"['fire', 'electric', 'poison', 'ground', 'rock', 'steel']","['water', 'grass', 'flying', 'bug', 'dragon']",['grass'],"['fire', 'electric', 'poison', 'rock', 'steel']"
#340,Whiscash,"['fire', 'electric', 'poison', 'ground', 'rock', 'steel']","['water', 'grass', 'flying', 'bug', 'dragon']",['grass'],"['fire', 'electric', 'poison', 'rock', 'steel']"
#341,Corphish,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#342,Crawdaunt,"['fire', 'ground', 'psychic', 'rock', 'ghost']","['water', 'grass', 'fighting', 'dragon', 'dark', 'fairy']","['electric', 'grass', 'fighting', 'bug', 'fairy']","['fire', 'water', 'ice', 'psychic', 'ghost', 'dark', 'steel']"
#343,Baltoy,"['fire', 'electric', 'fighting', 'poison', 'rock']","['grass', 'flying', 'psychic', 'bug', 'dark']","['water', 'grass', 'ice', 'bug', 'ghost', 'dark']","['electric', 'fighting', 'poison', 'psychic', 'rock']"
#344,Claydol,"['fire', 'electric', 'fighting', 'poison', 'rock']","['grass', 'flying', 'psychic', 'bug', 'dark']","['water', 'grass', 'ice', 'bug', 'ghost', 'dark']","['electric', 'fighting', 'poison', 'psychic', 'rock']"
#345,Lileep,"['water', 'ice', 'rock']","['grass', 'fighting', 'poison', 'dragon', 'steel']","['ice', 'fighting', 'bug', 'steel']","['normal', 'electric']"
#346,Cradily,"['water', 'ice', 'rock']","['grass', 'fighting', 'poison', 'dragon', 'steel']","['ice', 'fighting', 'bug', 'steel']","['normal', 'electric']"
#347,Anorith,"['grass', 'ice', 'psychic', 'bug', 'dark']","['fighting', 'poison', 'ground', 'ghost', 'steel', 'fairy']","['water', 'rock', 'steel']","['normal', 'poison']"
#348,Armaldo,"['grass', 'ice', 'psychic', 'bug', 'dark']","['fighting', 'poison', 'ground', 'ghost', 'steel', 'fairy']","['water', 'rock', 'steel']","['normal', 'poison']"
#349,Feebas,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#350,Milotic,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#351,Castform,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#352,Kecleon,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#353,Shuppet,"['psychic', 'ghost']","['normal', 'dark']","['psychic', 'ghost']","['normal', 'dark']"
#354,Banette,"['psychic', 'ghost']","['normal', 'dark']","['psychic', 'ghost']","['normal', 'dark']"
#355,Duskull,"['psychic', 'ghost']","['normal', 'dark']","['psychic', 'ghost']","['normal', 'dark']"
#356,Dusclops,"['psychic', 'ghost']","['normal', 'dark']","['psychic', 'ghost']","['normal', 'dark']"
#357,Tropius,"['water', 'fighting', 'ground']","['fire', 'electric', 'poison', 'flying', 'dragon', 'steel']","['fire', 'ice', 'poison', 'flying', 'rock']","['water', 'grass', 'fighting', 'ground']"
#358,Chimecho,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']"
#359,Absol,"['psychic', 'ghost']","['fighting', 'dark', 'fairy']","['psychic', 'ghost']","['fighting', 'dark', 'fairy']"
#360,Wynaut,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']"
#361,Snorunt,"['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']","['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']"
#362,Glalie,"['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']","['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']"
#363,Spheal,"['ground', 'flying', 'rock']","['water', 'ice', 'steel']","['electric', 'grass', 'fighting', 'rock']","['water', 'ice']"
#364,Sealeo,"['ground', 'flying', 'rock']","['water', 'ice', 'steel']","['electric', 'grass', 'fighting', 'rock']","['water', 'ice']"
#365,Walrein,"['ground', 'flying', 'rock']","['water', 'ice', 'steel']","['electric', 'grass', 'fighting', 'rock']","['water', 'ice']"
#366,Clamperl,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#367,Huntail,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#368,Gorebyss,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#369,Relicanth,"['fire', 'ice', 'flying', 'bug', 'rock']","['water', 'grass', 'fighting', 'dragon', 'steel']","['electric', 'grass', 'fighting', 'ground']","['normal', 'fire', 'ice', 'poison', 'flying']"
#370,Luvdisc,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#371,Bagon,['dragon'],"['steel', 'fairy']",['dragon'],"['steel', 'fairy']"
#372,Shelgon,['dragon'],"['steel', 'fairy']",['dragon'],"['steel', 'fairy']"
#373,Salamence,"['grass', 'fighting', 'bug', 'dragon']","['electric', 'rock', 'steel', 'fairy']","['ice', 'rock', 'dragon', 'fairy']","['fire', 'water', 'grass', 'fighting', 'ground', 'bug']"
#374,Beldum,"['ice', 'fighting', 'poison', 'rock', 'fairy']","['fire', 'water', 'electric', 'psychic', 'dark', 'steel']","['fire', 'ground', 'ghost', 'dark']","['normal', 'grass', 'ice', 'poison', 'flying', 'psychic', 'rock', 'dragon', 'steel', 'fairy']"
#375,Metang,"['ice', 'fighting', 'poison', 'rock', 'fairy']","['fire', 'water', 'electric', 'psychic', 'dark', 'steel']","['fire', 'ground', 'ghost', 'dark']","['normal', 'grass', 'ice', 'poison', 'flying', 'psychic', 'rock', 'dragon', 'steel', 'fairy']"
#376,Metagross,"['ice', 'fighting', 'poison', 'rock', 'fairy']","['fire', 'water', 'electric', 'psychic', 'dark', 'steel']","['fire', 'ground', 'ghost', 'dark']","['normal', 'grass', 'ice', 'poison', 'flying', 'psychic', 'rock', 'dragon', 'steel', 'fairy']"
#377,Regirock,"['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']","['fire', 'ice', 'flying', 'bug']","['fighting', 'ground', 'steel']"
#378,Regice,"['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']","['grass', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'steel']"
#379,Registeel,"['ice', 'rock', 'fairy']","['fire', 'water', 'electric', 'steel']","['ice', 'rock', 'fairy']","['fire', 'water', 'electric', 'steel']"
#380,Latias,"['fighting', 'poison', 'dragon']","['psychic', 'dark', 'steel', 'fairy']","['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']","['fire', 'water', 'electric', 'grass', 'fighting', 'psychic']"
#381,Latios,"['fighting', 'poison', 'dragon']","['psychic', 'dark', 'steel', 'fairy']","['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']","['fire', 'water', 'electric', 'grass', 'fighting', 'psychic']"
#382,Kyogre,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#383,Groudon,"['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']","['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']"
#384,Rayquaza,"['grass', 'fighting', 'bug', 'dragon']","['electric', 'rock', 'steel', 'fairy']","['ice', 'rock', 'dragon', 'fairy']","['fire', 'water', 'grass', 'fighting', 'ground', 'bug']"
#385,Jirachi,"['ice', 'fighting', 'poison', 'rock', 'fairy']","['fire', 'water', 'electric', 'psychic', 'dark', 'steel']","['fire', 'ground', 'ghost', 'dark']","['normal', 'grass', 'ice', 'poison', 'flying', 'psychic', 'rock', 'dragon', 'steel', 'fairy']"
#386,Deoxys,"['fighting', 'poison']","['psychic', 'dark', 'steel']","['fighting', 'poison']","['psychic', 'dark', 'steel']"
