Dex Num,Name,Good against (att),Not good against (att),SE damage from,NVE damage from
#205,Forretress,"['grass', 'ice', 'psychic', 'rock', 'dark']","['fire', 'water', 'electric', 'fighting', 'poison', 'flying', 'ghost', 'steel']",['fire'],"['normal', 'grass', 'ice', 'poison', 'psychic', 'bug', 'dragon', 'steel', 'fairy']"
#206,Dunsparce,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#207,Gligar,"['fire', 'fighting', 'poison']",['flying'],"['water', 'ice']","['electric', 'fighting', 'poison', 'ground', 'bug']"
#208,Steelix,"['ice', 'poison', 'rock', 'fairy']","['water', 'grass', 'flying', 'bug']","['fire', 'water', 'fighting', 'ground']","['normal', 'electric', 'poison', 'flying', 'psychic', 'bug', 'rock', 'dragon', 'steel', 'fairy']"
#209,Snubbull,"['fighting', 'dragon', 'dark']","['normal', 'poison', 'steel']","['fighting', 'dragon', 'dark']","['normal', 'poison', 'steel']"
#210,Granbull,"['fighting', 'dragon', 'dark']","['normal', 'poison', 'steel']","['fighting', 'dragon', 'dark']","['normal', 'poison', 'steel']"
#211,Qwilfish,"['fire', 'fairy']","['water', 'poison', 'ghost', 'dragon', 'steel']","['electric', 'ground', 'psychic']","['fire', 'water', 'ice', 'fighting', 'poison', 'bug', 'steel', 'fairy']"
#212,Scizor,"['grass', 'ice', 'psychic', 'rock', 'dark']","['fire', 'water', 'electric', 'fighting', 'poison', 'flying', 'ghost', 'steel']",['fire'],"['normal', 'grass', 'ice', 'poison', 'psychic', 'bug', 'dragon', 'steel', 'fairy']"
#213,Shuckle,"['grass', 'ice', 'psychic', 'bug', 'dark']","['fighting', 'poison', 'ground', 'ghost', 'steel', 'fairy']","['water', 'rock', 'steel']","['normal', 'poison']"
#214,Heracross,"['normal', 'grass', 'ice', 'rock', 'dark']","['fire', 'fighting', 'poison', 'flying', 'bug', 'ghost', 'fairy']","['fire', 'flying', 'psychic', 'fairy']","['grass', 'fighting', 'ground', 'bug', 'dark']"
#215,Sneasel,"['grass', 'ground', 'flying', 'psychic', 'ghost', 'dragon']","['fire', 'water', 'ice', 'fighting', 'dark', 'steel', 'fairy']","['fire', 'fighting', 'bug', 'rock', 'steel', 'fairy']","['ice', 'psychic', 'ghost', 'dark']"
#216,Teddiursa,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#217,Ursaring,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#218,Slugma,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']"
#219,Magcargo,"['grass', 'ice', 'flying', 'bug']","['water', 'fighting', 'ground', 'rock', 'dragon']","['water', 'fighting', 'ground', 'rock']","['normal', 'fire', 'ice', 'poison', 'flying', 'bug']"
#220,Swinub,"['electric', 'poison', 'ground', 'rock', 'dragon']","['water', 'ice', 'flying', 'bug']","['fire', 'water', 'grass', 'fighting', 'steel']","['electric', 'poison']"
#221,Piloswine,"['electric', 'poison', 'ground', 'rock', 'dragon']","['water', 'ice', 'flying', 'bug']","['fire', 'water', 'grass', 'fighting', 'steel']","['electric', 'poison']"
#222,Corsola,"['fire', 'ice', 'flying', 'bug', 'rock']","['water', 'grass', 'fighting', 'dragon', 'steel']","['electric', 'grass', 'fighting', 'ground']","['normal', 'fire', 'ice', 'poison', 'flying']"
#223,Remoraid,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#224,Octillery,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#225,Delibird,"['grass', 'fighting', 'ground', 'flying', 'bug', 'dragon']","['fire', 'water', 'electric', 'ice', 'rock', 'steel']","['fire', 'electric', 'rock', 'steel']","['grass', 'ground', 'bug']"
#226,Mantine,"['fire', 'fighting', 'ground', 'bug']","['water', 'electric', 'dragon', 'steel']","['electric', 'rock']","['fire', 'water', 'fighting', 'ground', 'bug', 'steel']"
#227,Skarmory,"['grass', 'ice', 'fighting', 'bug', 'fairy']","['fire', 'water', 'electric', 'steel']","['fire', 'electric']","['normal', 'grass', 'poison', 'ground', 'flying', 'psychic', 'bug', 'dragon', 'steel', 'fairy']"
#228,Houndour,"['grass', 'ice', 'psychic', 'bug', 'ghost', 'steel']","['fire', 'water', 'fighting', 'rock', 'dragon', 'dark', 'fairy']","['water', 'fighting', 'ground', 'rock', 'fairy']","['fire', 'grass', 'ice', 'psychic', 'ghost', 'dark', 'steel']"
#229,Houndoom,"['grass', 'ice', 'psychic', 'bug', 'ghost', 'steel']","['fire', 'water', 'fighting', 'rock', 'dragon', 'dark', 'fairy']","['water', 'fighting', 'ground', 'rock', 'fairy']","['fire', 'grass', 'ice', 'psychic', 'ghost', 'dark', 'steel']"
#230,Kingdra,"['fire', 'ground', 'rock']","['water', 'grass', 'steel', 'fairy']","['dragon', 'fairy']","['fire', 'water', 'steel']"
#231,Phanpy,"['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']","['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']"
#232,Donphan,"['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']","['fire', 'electric', 'poison', 'rock', 'steel']","['grass', 'flying', 'bug']"
#233,Porygon2,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#234,Stantler,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#235,Smeargle,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#236,Tyrogue,"['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']","['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']"
#237,Hitmontop,"['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']","['normal', 'ice', 'rock', 'dark', 'steel']","['poison', 'flying', 'psychic', 'bug', 'ghost', 'fairy']"
#238,Smoochum,"['grass', 'fighting', 'poison', 'ground', 'flying', 'dragon']","['fire', 'water', 'ice', 'psychic', 'dark', 'steel']","['fire', 'bug', 'rock', 'ghost', 'dark', 'steel']","['ice', 'psychic']"
#239,Elekid,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#240,Magby,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']"
#241,Miltank,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#242,Blissey,[],"['rock', 'ghost', 'steel']",[],"['rock', 'ghost', 'steel']"
#243,Raikou,"['water', 'flying']","['electric', 'grass', 'ground', 'dragon']","['water', 'flying']","['electric', 'grass', 'ground', 'dragon']"
#244,Entei,"['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']","['grass', 'ice', 'bug', 'steel']","['fire', 'water', 'rock', 'dragon']"
#245,Suicune,"['fire', 'ground', 'rock']","['water', 'grass', 'dragon']","['fire', 'ground', 'rock']","['water', 'grass', 'dragon']"
#246,Larvitar,"['fire', 'electric', 'ice', 'poison', 'rock']","['grass', 'fighting', 'ground', 'flying']","['water', 'grass', 'ice', 'fighting', 'ground', 'steel']","['normal', 'fire', 'electric', 'poison', 'flying', 'rock']"
#247,Pupitar,"['fire', 'electric', 'ice', 'poison', 'rock']","['grass', 'fighting', 'ground', 'flying']","['water', 'grass', 'ice', 'fighting', 'ground', 'steel']","['normal', 'fire', 'electric', 'poison', 'flying', 'rock']"
#248,Tyranitar,"['fire', 'ice', 'flying', 'psychic', 'bug', 'ghost']","['fighting', 'ground', 'dark', 'steel', 'fairy']","['water', 'grass', 'fighting', 'ground', 'bug', 'steel', 'fairy']","['normal', 'fire', 'poison', 'flying', 'psychic', 'ghost', 'dark']"
#249,Lugia,"['grass', 'fighting', 'poison', 'bug']","['electric', 'psychic', 'rock', 'dark', 'steel']","['electric', 'ice', 'rock', 'ghost', 'dark']","['grass', 'fighting', 'ground', 'psychic']"
#250,Ho-Oh,"['grass', 'ice', 'fighting', 'bug']","['fire', 'water', 'electric', 'rock', 'dragon']","['water', 'electric', 'rock']","['fire', 'grass', 'fighting', 'ground', 'bug', 'steel']"
#251,Celebi,"['water', 'fighting', 'ground', 'rock']","['fire', 'grass', 'flying', 'psychic', 'bug', 'dragon', 'dark', 'steel']","['fire', 'ice', 'poison', 'flying', 'bug', 'ghost', 'dark']","['water', 'electric', 'grass', 'fighting', 'ground', 'psychic']"
